frame.time,wlan.sa,wlan.ssid, seclab
"Jul 26, 2019 13:49:29.603618000 AEST","f6:b6:65:7b:04:d8","", seclab
"Jul 26, 2019 13:49:29.635551000 AEST","da:a1:19:80:84:60","", seclab
"Jul 26, 2019 13:49:29.688607000 AEST","da:a1:19:80:84:60","", seclab
"Jul 26, 2019 13:49:29.708708000 AEST","da:a1:19:80:84:60","", seclab
"Jul 26, 2019 13:49:29.751232000 AEST","da:a1:19:80:84:60","", seclab
"Jul 26, 2019 13:49:33.488801000 AEST","b8:31:b5:78:07:02","", seclab
"Jul 26, 2019 13:49:33.489895000 AEST","b8:31:b5:78:07:02","", seclab
"Jul 26, 2019 13:49:33.651858000 AEST","e2:55:1d:10:35:1a","", seclab
"Jul 26, 2019 13:49:33.652987000 AEST","b8:31:b5:78:07:02","", seclab
"Jul 26, 2019 13:49:33.652992000 AEST","b8:31:b5:78:07:02","", seclab
"Jul 26, 2019 13:49:34.238631000 AEST","f8:2d:7c:a3:87:04","", seclab
"Jul 26, 2019 13:49:34.424768000 AEST","5c:1d:d9:8a:51:ba","uniwide", seclab
"Jul 26, 2019 13:49:34.566366000 AEST","6c:ab:31:65:2b:51","eduroam", seclab
"Jul 26, 2019 13:49:34.627738000 AEST","6c:ab:31:65:2b:51","eduroam", seclab
"Jul 26, 2019 13:49:34.751810000 AEST","98:22:ef:97:70:77","uniwide", seclab
"Jul 26, 2019 13:49:34.877877000 AEST","0c:51:01:3a:8d:b0","uniwide", seclab
"Jul 26, 2019 13:49:34.887995000 AEST","0c:51:01:3a:8d:b0","uniwide", seclab
"Jul 26, 2019 13:49:35.753442000 AEST","0c:51:01:3a:8d:b0","uniwide", seclab
"Jul 26, 2019 13:49:35.776734000 AEST","0c:51:01:3a:8d:b0","uniwide", seclab
"Jul 26, 2019 13:49:35.833309000 AEST","48:51:b7:e8:59:cc","", seclab
"Jul 26, 2019 13:49:35.836317000 AEST","48:51:b7:e8:59:cc","", seclab
"Jul 26, 2019 13:49:36.016782000 AEST","e0:33:8e:80:c0:ea","uniwide", seclab
"Jul 26, 2019 13:49:36.027423000 AEST","e0:33:8e:80:c0:ea","uniwide", seclab
"Jul 26, 2019 13:49:36.276135000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:49:36.315666000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:49:36.361121000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:49:36.443273000 AEST","da:a1:19:15:68:81","", seclab
"Jul 26, 2019 13:49:36.450306000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:49:36.463363000 AEST","da:a1:19:15:68:81","", seclab
"Jul 26, 2019 13:49:36.485516000 AEST","da:a1:19:15:68:81","", seclab
"Jul 26, 2019 13:49:36.725682000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:36.745240000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:36.771017000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:36.791747000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:36.816099000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:37.780755000 AEST","60:92:17:96:84:1f","uniwide", seclab
"Jul 26, 2019 13:49:37.803059000 AEST","60:92:17:96:84:1f","uniwide", seclab
"Jul 26, 2019 13:49:37.859348000 AEST","98:5f:d3:38:96:d0","uniwide", seclab
"Jul 26, 2019 13:49:38.263553000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:38.284247000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:38.307646000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:38.349971000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:38.355717000 AEST","8e:c7:f8:eb:f5:bc","", seclab
"Jul 26, 2019 13:49:38.371504000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:38.393744000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:38.414610000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:38.436334000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:38.456592000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:38.482315000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:38.500084000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:38.629667000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:38.716221000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:38.850983000 AEST","b0:19:c6:67:60:4d","uniwide", seclab
"Jul 26, 2019 13:49:38.977683000 AEST","c0:e8:62:3f:60:1f","uniwide", seclab
"Jul 26, 2019 13:49:38.982671000 AEST","c8:d0:83:1b:1f:32","eduroam", seclab
"Jul 26, 2019 13:49:39.000495000 AEST","c0:e8:62:3f:60:1f","uniwide", seclab
"Jul 26, 2019 13:49:39.023313000 AEST","c0:e8:62:3f:60:1f","uniwide", seclab
"Jul 26, 2019 13:49:39.045717000 AEST","c0:e8:62:3f:60:1f","uniwide", seclab
"Jul 26, 2019 13:49:39.084690000 AEST","b0:19:c6:67:60:4d","uniwide", seclab
"Jul 26, 2019 13:49:39.091567000 AEST","c0:e8:62:3f:60:1f","uniwide", seclab
"Jul 26, 2019 13:49:39.121423000 AEST","b0:19:c6:67:60:4d","uniwide", seclab
"Jul 26, 2019 13:49:39.135095000 AEST","c0:e8:62:3f:60:1f","uniwide", seclab
"Jul 26, 2019 13:49:39.157872000 AEST","c0:e8:62:3f:60:1f","uniwide", seclab
"Jul 26, 2019 13:49:39.226581000 AEST","c0:e8:62:3f:60:1f","uniwide", seclab
"Jul 26, 2019 13:49:39.247825000 AEST","c0:e8:62:3f:60:1f","uniwide", seclab
"Jul 26, 2019 13:49:39.311058000 AEST","90:2b:d2:0c:14:fe","uniwide", seclab
"Jul 26, 2019 13:49:39.699831000 AEST","40:83:de:f2:70:29","101", seclab
"Jul 26, 2019 13:49:39.705845000 AEST","40:83:de:f2:70:29","101", seclab
"Jul 26, 2019 13:49:39.791351000 AEST","40:83:de:f2:70:29","101", seclab
"Jul 26, 2019 13:49:39.797425000 AEST","40:83:de:f2:70:29","101", seclab
"Jul 26, 2019 13:49:41.785824000 AEST","da:a1:19:90:96:96","", seclab
"Jul 26, 2019 13:49:43.096971000 AEST","d8:1c:79:b3:52:9c","", seclab
"Jul 26, 2019 13:49:43.117429000 AEST","d8:1c:79:b3:52:9c","", seclab
"Jul 26, 2019 13:49:43.276836000 AEST","26:8b:27:66:49:f5","AndroidAP68DE", seclab
"Jul 26, 2019 13:49:43.279424000 AEST","26:8b:27:66:49:f5","MJHS", seclab
"Jul 26, 2019 13:49:43.283375000 AEST","26:8b:27:66:49:f5","coconutbeachwifii", seclab
"Jul 26, 2019 13:49:43.284781000 AEST","26:8b:27:66:49:f5","Resort-WiFi 2", seclab
"Jul 26, 2019 13:49:43.284786000 AEST","26:8b:27:66:49:f5","Acacia 05-11", seclab
"Jul 26, 2019 13:49:43.293355000 AEST","26:8b:27:66:49:f5","ORBI56", seclab
"Jul 26, 2019 13:49:43.293360000 AEST","26:8b:27:66:49:f5","Xperia Z5 Premium Dual_f1ad", seclab
"Jul 26, 2019 13:49:43.298900000 AEST","26:8b:27:66:49:f5","ShihFamily_5G", seclab
"Jul 26, 2019 13:49:43.298905000 AEST","26:8b:27:66:49:f5","Telstra0067D0-5G", seclab
"Jul 26, 2019 13:49:43.302507000 AEST","26:8b:27:66:49:f5","OCCOM-FE8A-5G", seclab
"Jul 26, 2019 13:49:43.302511000 AEST","26:8b:27:66:49:f5","OCCOM-FE8A", seclab
"Jul 26, 2019 13:49:43.303948000 AEST","26:8b:27:66:49:f5","Yaohui���s iPhone", seclab
"Jul 26, 2019 13:49:43.303956000 AEST","26:8b:27:66:49:f5","coconutbeachwifii", seclab
"Jul 26, 2019 13:49:43.305400000 AEST","26:8b:27:66:49:f5","Acacia 05", seclab
"Jul 26, 2019 13:49:43.305405000 AEST","26:8b:27:66:49:f5","Resort-WiFi 2", seclab
"Jul 26, 2019 13:49:43.314946000 AEST","26:8b:27:66:49:f5","ORBI56", seclab
"Jul 26, 2019 13:49:43.316522000 AEST","26:8b:27:66:49:f5","Shing���s iPhone", seclab
"Jul 26, 2019 13:49:43.316527000 AEST","26:8b:27:66:49:f5","ShihFamily_5G", seclab
"Jul 26, 2019 13:49:43.317987000 AEST","26:8b:27:66:49:f5","Telstra0067D0-5G", seclab
"Jul 26, 2019 13:49:43.319394000 AEST","26:8b:27:66:49:f5","Get-123778", seclab
"Jul 26, 2019 13:49:43.322124000 AEST","26:8b:27:66:49:f5","OCCOM-FE8A-5G", seclab
"Jul 26, 2019 13:49:43.322129000 AEST","26:8b:27:66:49:f5","OCCOM-FE8A", seclab
"Jul 26, 2019 13:49:43.334050000 AEST","26:8b:27:66:49:f5","uniwide", seclab
"Jul 26, 2019 13:49:43.335554000 AEST","26:8b:27:66:49:f5","Xperia Z5 Premium Dual_f1ad", seclab
"Jul 26, 2019 13:49:43.337068000 AEST","26:8b:27:66:49:f5","ShihFamily_5G", seclab
"Jul 26, 2019 13:49:43.337073000 AEST","26:8b:27:66:49:f5","Telstra0067D0-5G", seclab
"Jul 26, 2019 13:49:43.338667000 AEST","26:8b:27:66:49:f5","AndroidAP68DE", seclab
"Jul 26, 2019 13:49:43.338672000 AEST","26:8b:27:66:49:f5","Get-123778", seclab
"Jul 26, 2019 13:49:43.340043000 AEST","26:8b:27:66:49:f5","MJHS", seclab
"Jul 26, 2019 13:49:43.340048000 AEST","26:8b:27:66:49:f5","OCCOM-FE8A-5G", seclab
"Jul 26, 2019 13:49:43.341455000 AEST","26:8b:27:66:49:f5","OCCOM-FE8A", seclab
"Jul 26, 2019 13:49:43.341460000 AEST","26:8b:27:66:49:f5","Yaohui���s iPhone", seclab
"Jul 26, 2019 13:49:43.344355000 AEST","26:8b:27:66:49:f5","Resort-WiFi 2", seclab
"Jul 26, 2019 13:49:43.523446000 AEST","c0:d0:12:85:d4:10","uniwide", seclab
"Jul 26, 2019 13:49:43.668293000 AEST","c0:e8:62:3f:60:1f","uniwide", seclab
"Jul 26, 2019 13:49:43.707429000 AEST","c0:e8:62:3f:60:1f","uniwide", seclab
"Jul 26, 2019 13:49:43.713349000 AEST","c0:e8:62:3f:60:1f","uniwide", seclab
"Jul 26, 2019 13:49:43.834235000 AEST","38:f9:d3:9f:6b:90","", seclab
"Jul 26, 2019 13:49:43.843162000 AEST","38:f9:d3:9f:6b:90","", seclab
"Jul 26, 2019 13:49:43.872440000 AEST","38:f9:d3:9f:6b:90","", seclab
"Jul 26, 2019 13:49:43.895221000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:43.896376000 AEST","38:f9:d3:9f:6b:90","", seclab
"Jul 26, 2019 13:49:43.901491000 AEST","38:f9:d3:9f:6b:90","", seclab
"Jul 26, 2019 13:49:43.917151000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:43.937486000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:43.960493000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:43.980872000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:44.582304000 AEST","6a:50:70:19:cf:56","", seclab
"Jul 26, 2019 13:49:44.637037000 AEST","6a:50:70:19:cf:56","", seclab
"Jul 26, 2019 13:49:44.853559000 AEST","60:92:17:96:84:1f","uniwide", seclab
"Jul 26, 2019 13:49:44.863266000 AEST","60:92:17:96:84:1f","uniwide", seclab
"Jul 26, 2019 13:49:44.980602000 AEST","d8:1c:79:b3:52:9c","uniwide", seclab
"Jul 26, 2019 13:49:45.006742000 AEST","d8:1c:79:b3:52:9c","uniwide", seclab
"Jul 26, 2019 13:49:45.068903000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:45.088964000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:45.115181000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:45.160397000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:45.176440000 AEST","60:92:17:96:84:1f","uniwide", seclab
"Jul 26, 2019 13:49:45.180396000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:45.605235000 AEST","00:db:df:92:28:9f","uniwide", seclab
"Jul 26, 2019 13:49:45.694652000 AEST","60:92:17:96:84:1f","uniwide", seclab
"Jul 26, 2019 13:49:45.721970000 AEST","60:92:17:96:84:1f","uniwide", seclab
"Jul 26, 2019 13:49:45.730320000 AEST","d8:1c:79:b3:52:9c","uniwide", seclab
"Jul 26, 2019 13:49:45.739642000 AEST","d8:1c:79:b3:52:9c","uniwide", seclab
"Jul 26, 2019 13:49:45.764625000 AEST","60:92:17:96:84:1f","uniwide", seclab
"Jul 26, 2019 13:49:45.766224000 AEST","d8:1c:79:b3:52:9c","uniwide", seclab
"Jul 26, 2019 13:49:45.772430000 AEST","48:51:b7:e8:59:cc","", seclab
"Jul 26, 2019 13:49:45.774992000 AEST","60:92:17:96:84:1f","uniwide", seclab
"Jul 26, 2019 13:49:45.829103000 AEST","48:51:b7:e8:59:cc","eduroam", seclab
"Jul 26, 2019 13:49:45.830391000 AEST","48:51:b7:e8:59:cc","", seclab
"Jul 26, 2019 13:49:45.843670000 AEST","e0:e6:2e:1e:0d:d9","", seclab
"Jul 26, 2019 13:49:45.907122000 AEST","e0:e6:2e:1e:0d:d9","", seclab
"Jul 26, 2019 13:49:45.973468000 AEST","e0:e6:2e:1e:0d:d9","", seclab
"Jul 26, 2019 13:49:46.034909000 AEST","78:4f:43:5f:19:fb","", seclab
"Jul 26, 2019 13:49:46.047356000 AEST","78:4f:43:5f:19:fb","", seclab
"Jul 26, 2019 13:49:46.070896000 AEST","78:4f:43:5f:19:fb","", seclab
"Jul 26, 2019 13:49:46.072175000 AEST","e2:55:1d:10:35:1a","", seclab
"Jul 26, 2019 13:49:46.120784000 AEST","78:4f:43:5f:19:fb","", seclab
"Jul 26, 2019 13:49:46.658362000 AEST","f4:09:d8:00:77:e2","", seclab
"Jul 26, 2019 13:49:46.698328000 AEST","f4:09:d8:00:77:e2","", seclab
"Jul 26, 2019 13:49:46.741172000 AEST","f4:09:d8:00:77:e2","", seclab
"Jul 26, 2019 13:49:46.788948000 AEST","88:e9:fe:7e:fa:12","", seclab
"Jul 26, 2019 13:49:46.798100000 AEST","88:e9:fe:7e:fa:12","", seclab
"Jul 26, 2019 13:49:46.824149000 AEST","f4:09:d8:00:77:e2","", seclab
"Jul 26, 2019 13:49:47.147099000 AEST","b8:31:b5:78:07:02","eduroam", seclab
"Jul 26, 2019 13:49:47.149382000 AEST","b8:31:b5:78:07:02","eduroam", seclab
"Jul 26, 2019 13:49:47.179189000 AEST","b8:31:b5:78:07:02","eduroam", seclab
"Jul 26, 2019 13:49:47.211285000 AEST","b8:31:b5:78:07:02","eduroam", seclab
"Jul 26, 2019 13:49:47.750813000 AEST","38:0f:4a:c9:a7:e3","", seclab
"Jul 26, 2019 13:49:47.793564000 AEST","38:0f:4a:c9:a7:e3","", seclab
"Jul 26, 2019 13:49:47.944734000 AEST","08:c5:e1:21:00:4c","", seclab
"Jul 26, 2019 13:49:47.948698000 AEST","08:c5:e1:21:00:4c","", seclab
"Jul 26, 2019 13:49:47.985220000 AEST","08:c5:e1:21:00:4c","", seclab
"Jul 26, 2019 13:49:49.107924000 AEST","b4:f7:a1:c1:5d:5c","uniwide", seclab
"Jul 26, 2019 13:49:49.309601000 AEST","c8:d0:83:1b:1f:32","eduroam", seclab
"Jul 26, 2019 13:49:49.488467000 AEST","aa:d2:de:21:e7:8c","", seclab
"Jul 26, 2019 13:49:49.509401000 AEST","aa:d2:de:21:e7:8c","", seclab
"Jul 26, 2019 13:49:49.528837000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:49.610588000 AEST","46:38:90:c3:25:4b","", seclab
"Jul 26, 2019 13:49:49.615532000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:49.957170000 AEST","b8:c1:11:7b:86:b3","eduroam", seclab
"Jul 26, 2019 13:49:49.977421000 AEST","b8:c1:11:7b:86:b3","eduroam", seclab
"Jul 26, 2019 13:49:50.488773000 AEST","b4:f7:a1:c1:5d:5c","uniwide", seclab
"Jul 26, 2019 13:49:50.503847000 AEST","b4:f7:a1:c1:5d:5c","uniwide", seclab
"Jul 26, 2019 13:49:51.201118000 AEST","b4:f7:a1:c1:5d:5c","uniwide", seclab
"Jul 26, 2019 13:49:51.216071000 AEST","b4:f7:a1:c1:5d:5c","uniwide", seclab
"Jul 26, 2019 13:49:52.390616000 AEST","50:a6:7f:56:c6:17","SolsticePod", seclab
"Jul 26, 2019 13:49:52.401041000 AEST","50:a6:7f:56:c6:17","SolsticePod", seclab
"Jul 26, 2019 13:49:52.664296000 AEST","2e:ca:23:c7:4f:ec","", seclab
"Jul 26, 2019 13:49:52.982585000 AEST","68:fb:7e:a2:37:6f","uniwide", seclab
"Jul 26, 2019 13:49:52.997410000 AEST","68:fb:7e:a2:37:6f","uniwide", seclab
"Jul 26, 2019 13:49:53.299479000 AEST","6c:ab:31:65:2b:51","eduroam", seclab
"Jul 26, 2019 13:49:53.310036000 AEST","6c:ab:31:65:2b:51","eduroam", seclab
"Jul 26, 2019 13:49:53.434324000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:53.454068000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:53.479667000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:53.522519000 AEST","68:fb:7e:a2:37:6f","uniwide", seclab
"Jul 26, 2019 13:49:53.524765000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:53.545335000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:53.557269000 AEST","68:fb:7e:a2:37:6f","uniwide", seclab
"Jul 26, 2019 13:49:53.567573000 AEST","68:fb:7e:a2:37:6f","uniwide", seclab
"Jul 26, 2019 13:49:53.579831000 AEST","68:fb:7e:a2:37:6f","uniwide", seclab
"Jul 26, 2019 13:49:53.644097000 AEST","f0:99:b6:43:af:25","", seclab
"Jul 26, 2019 13:49:53.813967000 AEST","90:2b:d2:0c:14:fe","uniwide", seclab
"Jul 26, 2019 13:49:53.830232000 AEST","90:2b:d2:0c:14:fe","uniwide", seclab
"Jul 26, 2019 13:49:53.835064000 AEST","90:2b:d2:0c:14:fe","uniwide", seclab
"Jul 26, 2019 13:49:53.840183000 AEST","90:2b:d2:0c:14:fe","uniwide", seclab
"Jul 26, 2019 13:49:53.858230000 AEST","9c:b6:d0:ba:69:3d","uniwide", seclab
"Jul 26, 2019 13:49:53.962688000 AEST","9c:b6:d0:ba:69:3d","uniwide", seclab
"Jul 26, 2019 13:49:53.972662000 AEST","b8:b2:f8:84:db:08","uniwide", seclab
"Jul 26, 2019 13:49:53.978103000 AEST","fe:3a:98:31:9d:93","", seclab
"Jul 26, 2019 13:49:54.022443000 AEST","b8:b2:f8:84:db:08","uniwide", seclab
"Jul 26, 2019 13:49:54.032919000 AEST","b8:b2:f8:84:db:08","uniwide", seclab
"Jul 26, 2019 13:49:54.051992000 AEST","b8:b2:f8:84:db:08","uniwide", seclab
"Jul 26, 2019 13:49:54.164515000 AEST","40:83:de:f2:70:29","101", seclab
"Jul 26, 2019 13:49:54.176535000 AEST","40:83:de:f2:70:29","101", seclab
"Jul 26, 2019 13:49:54.789626000 AEST","d8:1c:79:b3:52:9c","uniwide", seclab
"Jul 26, 2019 13:49:54.805868000 AEST","d8:1c:79:b3:52:9c","uniwide", seclab
"Jul 26, 2019 13:49:55.102103000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:55.122278000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:55.145520000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:55.165892000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:55.189310000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:55.210016000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:55.646798000 AEST","88:19:08:c8:a9:71","uniwide", seclab
"Jul 26, 2019 13:49:55.654817000 AEST","88:19:08:c8:a9:71","uniwide", seclab
"Jul 26, 2019 13:49:55.753995000 AEST","88:19:08:c8:a9:71","uniwide", seclab
"Jul 26, 2019 13:49:55.764167000 AEST","88:19:08:c8:a9:71","uniwide", seclab
"Jul 26, 2019 13:49:55.780673000 AEST","88:19:08:c8:a9:71","uniwide", seclab
"Jul 26, 2019 13:49:55.790783000 AEST","88:19:08:c8:a9:71","uniwide", seclab
"Jul 26, 2019 13:49:55.854963000 AEST","48:51:b7:e8:59:cc","", seclab
"Jul 26, 2019 13:49:55.856673000 AEST","48:51:b7:e8:59:cc","eduroam", seclab
"Jul 26, 2019 13:49:56.204355000 AEST","b8:c1:11:7b:86:b3","", seclab
"Jul 26, 2019 13:49:56.224897000 AEST","b8:c1:11:7b:86:b3","", seclab
"Jul 26, 2019 13:49:56.596846000 AEST","24:f6:77:88:1e:9a","uniwide", seclab
"Jul 26, 2019 13:49:56.608490000 AEST","24:f6:77:88:1e:9a","uniwide", seclab
"Jul 26, 2019 13:49:56.643684000 AEST","da:a1:19:2b:c1:14","", seclab
"Jul 26, 2019 13:49:57.389304000 AEST","24:f6:77:88:1e:9a","uniwide", seclab
"Jul 26, 2019 13:49:57.399567000 AEST","24:f6:77:88:1e:9a","uniwide", seclab
"Jul 26, 2019 13:49:57.427563000 AEST","24:f6:77:88:1e:9a","uniwide", seclab
"Jul 26, 2019 13:49:57.437583000 AEST","24:f6:77:88:1e:9a","uniwide", seclab
"Jul 26, 2019 13:49:57.464809000 AEST","24:f6:77:88:1e:9a","uniwide", seclab
"Jul 26, 2019 13:49:57.477705000 AEST","f0:18:98:56:04:6c","", seclab
"Jul 26, 2019 13:49:57.532333000 AEST","f0:18:98:56:04:6c","", seclab
"Jul 26, 2019 13:49:57.559432000 AEST","f0:18:98:56:04:6c","", seclab
"Jul 26, 2019 13:49:57.603527000 AEST","f0:18:98:56:04:6c","", seclab
"Jul 26, 2019 13:49:57.618649000 AEST","74:b5:87:d9:ee:24","eduroam", seclab
"Jul 26, 2019 13:49:57.628889000 AEST","74:b5:87:d9:ee:24","eduroam", seclab
"Jul 26, 2019 13:49:57.640554000 AEST","f0:18:98:56:04:6c","", seclab
"Jul 26, 2019 13:49:57.860759000 AEST","74:b5:87:d9:ee:24","eduroam", seclab
"Jul 26, 2019 13:49:57.954998000 AEST","88:e9:fe:7e:fa:12","", seclab
"Jul 26, 2019 13:49:58.325369000 AEST","88:e9:fe:7e:fa:12","", seclab
"Jul 26, 2019 13:49:58.399580000 AEST","88:e9:fe:7e:fa:12","", seclab
"Jul 26, 2019 13:50:02.397706000 AEST","34:13:e8:3c:15:c7","", seclab
"Jul 26, 2019 13:50:02.499111000 AEST","f8:2d:7c:a3:87:04","eduroam", seclab
"Jul 26, 2019 13:50:02.509329000 AEST","f8:2d:7c:a3:87:04","eduroam", seclab
"Jul 26, 2019 13:50:02.542275000 AEST","f8:2d:7c:a3:87:04","eduroam", seclab
"Jul 26, 2019 13:50:02.552481000 AEST","f8:2d:7c:a3:87:04","eduroam", seclab
"Jul 26, 2019 13:50:03.497869000 AEST","c0:cc:f8:ed:05:d3","uniwide", seclab
"Jul 26, 2019 13:50:03.508143000 AEST","c0:cc:f8:ed:05:d3","uniwide", seclab
"Jul 26, 2019 13:50:05.035868000 AEST","b8:31:b5:78:07:02","", seclab
"Jul 26, 2019 13:50:05.035875000 AEST","b8:31:b5:78:07:02","", seclab
"Jul 26, 2019 13:50:05.043918000 AEST","98:5f:d3:38:96:d0","", seclab
"Jul 26, 2019 13:50:05.117967000 AEST","b8:31:b5:78:07:02","", seclab
"Jul 26, 2019 13:50:05.126349000 AEST","98:5f:d3:38:96:d0","", seclab
"Jul 26, 2019 13:50:05.132780000 AEST","98:5f:d3:38:96:d0","", seclab
"Jul 26, 2019 13:50:05.200942000 AEST","b8:31:b5:78:07:02","", seclab
"Jul 26, 2019 13:50:05.214063000 AEST","90:2b:d2:0c:14:fe","uniwide", seclab
"Jul 26, 2019 13:50:05.224336000 AEST","90:2b:d2:0c:14:fe","uniwide", seclab
"Jul 26, 2019 13:50:05.229138000 AEST","90:2b:d2:0c:14:fe","uniwide", seclab
"Jul 26, 2019 13:50:05.311219000 AEST","5c:1d:d9:8a:51:ba","uniwide", seclab
"Jul 26, 2019 13:50:05.329714000 AEST","5c:1d:d9:8a:51:ba","uniwide", seclab
"Jul 26, 2019 13:50:05.356209000 AEST","5c:1d:d9:8a:51:ba","uniwide", seclab
"Jul 26, 2019 13:50:05.414992000 AEST","9c:b6:d0:69:ce:2d","", seclab
"Jul 26, 2019 13:50:05.512275000 AEST","06:f2:67:0c:bc:86","", seclab
"Jul 26, 2019 13:50:05.531956000 AEST","06:f2:67:0c:bc:86","", seclab
"Jul 26, 2019 13:50:05.590288000 AEST","28:16:ad:bc:cd:98","uniwide", seclab
"Jul 26, 2019 13:50:05.638770000 AEST","24:f6:77:88:1e:9a","uniwide", seclab
"Jul 26, 2019 13:50:05.648890000 AEST","24:f6:77:88:1e:9a","uniwide", seclab
"Jul 26, 2019 13:50:05.767242000 AEST","b8:c1:11:7b:86:b3","eduroam", seclab
"Jul 26, 2019 13:50:05.791417000 AEST","04:d3:b0:42:b9:ef","uniwide", seclab
"Jul 26, 2019 13:50:05.797555000 AEST","ac:92:32:61:43:ab","uniwide", seclab
"Jul 26, 2019 13:50:05.810643000 AEST","b8:c1:11:7b:86:b3","eduroam", seclab
"Jul 26, 2019 13:50:05.823027000 AEST","ac:92:32:61:43:ab","uniwide", seclab
"Jul 26, 2019 13:50:05.828786000 AEST","48:51:b7:e8:59:cc","", seclab
"Jul 26, 2019 13:50:05.830015000 AEST","b8:c1:11:7b:86:b3","eduroam", seclab
"Jul 26, 2019 13:50:05.858141000 AEST","b8:c1:11:7b:86:b3","eduroam", seclab
"Jul 26, 2019 13:50:05.876978000 AEST","b8:c1:11:7b:86:b3","eduroam", seclab
"Jul 26, 2019 13:50:05.882034000 AEST","48:51:b7:e8:59:cc","", seclab
"Jul 26, 2019 13:50:05.884273000 AEST","48:51:b7:e8:59:cc","", seclab
"Jul 26, 2019 13:50:05.914545000 AEST","48:51:b7:e8:59:cc","", seclab
"Jul 26, 2019 13:50:05.916656000 AEST","48:51:b7:e8:59:cc","eduroam", seclab
"Jul 26, 2019 13:50:06.253662000 AEST","b4:f7:a1:c1:5d:5c","uniwide", seclab
"Jul 26, 2019 13:50:06.268624000 AEST","b4:f7:a1:c1:5d:5c","uniwide", seclab
"Jul 26, 2019 13:50:06.340523000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:50:06.363038000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:50:06.383674000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:50:06.399843000 AEST","da:a1:19:73:64:7a","", seclab
