frame.time,wlan.sa,wlan.ssid, seclab
"Jul 26, 2019 13:48:49.715551000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:48:50.393339000 AEST","b4:f7:a1:c1:5d:5c","uniwide", seclab
"Jul 26, 2019 13:48:51.626380000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:48:54.047148000 AEST","da:a1:19:89:d7:39","", seclab
"Jul 26, 2019 13:48:54.067199000 AEST","da:a1:19:89:d7:39","", seclab
"Jul 26, 2019 13:48:54.089272000 AEST","da:a1:19:89:d7:39","", seclab
"Jul 26, 2019 13:48:54.098892000 AEST","da:a1:19:89:d7:39","", seclab
"Jul 26, 2019 13:48:54.240973000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:48:54.261228000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:48:54.262486000 AEST","50:04:b8:f8:5e:cf","eduroam", seclab
"Jul 26, 2019 13:48:54.286453000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:48:54.287724000 AEST","50:04:b8:f8:5e:cf","eduroam", seclab
"Jul 26, 2019 13:48:54.306732000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:48:54.308013000 AEST","50:04:b8:f8:5e:cf","eduroam", seclab
"Jul 26, 2019 13:48:54.333419000 AEST","50:04:b8:f8:5e:cf","eduroam", seclab
"Jul 26, 2019 13:48:54.559860000 AEST","0c:70:4a:e2:fd:73","", seclab
"Jul 26, 2019 13:48:54.568466000 AEST","40:83:de:f2:70:29","101", seclab
"Jul 26, 2019 13:48:54.579055000 AEST","78:4f:43:5f:19:fb","", seclab
"Jul 26, 2019 13:48:54.583054000 AEST","0c:70:4a:e2:fd:73","", seclab
"Jul 26, 2019 13:48:54.604081000 AEST","0c:70:4a:e2:fd:73","", seclab
"Jul 26, 2019 13:48:54.624337000 AEST","0c:70:4a:e2:fd:73","", seclab
"Jul 26, 2019 13:48:54.642540000 AEST","78:4f:43:5f:19:fb","", seclab
"Jul 26, 2019 13:48:54.647918000 AEST","0c:70:4a:e2:fd:73","", seclab
"Jul 26, 2019 13:48:54.652013000 AEST","78:4f:43:5f:19:fb","", seclab
"Jul 26, 2019 13:48:54.666139000 AEST","40:83:de:f2:70:29","101", seclab
"Jul 26, 2019 13:48:54.668781000 AEST","0c:70:4a:e2:fd:73","", seclab
"Jul 26, 2019 13:48:55.090297000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:48:55.110269000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:48:55.133086000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:48:55.153455000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:48:55.176410000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:48:55.196766000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:48:55.271724000 AEST","94:65:2d:26:24:ff","", seclab
"Jul 26, 2019 13:48:55.291902000 AEST","94:65:2d:26:24:ff","", seclab
"Jul 26, 2019 13:48:55.391967000 AEST","94:65:2d:26:24:ff","", seclab
"Jul 26, 2019 13:48:55.412186000 AEST","94:65:2d:26:24:ff","", seclab
"Jul 26, 2019 13:48:55.480252000 AEST","94:65:2d:26:24:ff","", seclab
"Jul 26, 2019 13:48:55.500474000 AEST","94:65:2d:26:24:ff","", seclab
"Jul 26, 2019 13:48:55.613312000 AEST","60:92:17:96:84:1f","uniwide", seclab
"Jul 26, 2019 13:48:55.623620000 AEST","60:92:17:96:84:1f","uniwide", seclab
"Jul 26, 2019 13:48:55.687520000 AEST","48:51:b7:e8:59:cc","", seclab
"Jul 26, 2019 13:48:55.689595000 AEST","48:51:b7:e8:59:cc","eduroam", seclab
"Jul 26, 2019 13:48:55.784386000 AEST","34:80:b3:a5:b8:64","", seclab
"Jul 26, 2019 13:48:56.528412000 AEST","9e:26:c8:50:6d:59","", seclab
"Jul 26, 2019 13:48:56.664222000 AEST","e0:33:8e:80:c0:ea","uniwide", seclab
"Jul 26, 2019 13:48:56.674491000 AEST","e0:33:8e:80:c0:ea","uniwide", seclab
"Jul 26, 2019 13:48:56.730873000 AEST","b4:f7:a1:c1:5d:5c","uniwide", seclab
"Jul 26, 2019 13:48:57.271554000 AEST","f0:18:98:63:b7:ff","eduroam", seclab
"Jul 26, 2019 13:48:57.272604000 AEST","f0:18:98:63:b7:ff","", seclab
"Jul 26, 2019 13:48:57.281852000 AEST","f0:18:98:63:b7:ff","eduroam", seclab
"Jul 26, 2019 13:48:57.282907000 AEST","f0:18:98:63:b7:ff","", seclab
"Jul 26, 2019 13:48:57.301214000 AEST","f0:18:98:63:b7:ff","eduroam", seclab
"Jul 26, 2019 13:48:57.302267000 AEST","f0:18:98:63:b7:ff","", seclab
"Jul 26, 2019 13:48:57.310618000 AEST","f0:18:98:63:b7:ff","eduroam", seclab
"Jul 26, 2019 13:48:57.311674000 AEST","f0:18:98:63:b7:ff","", seclab
"Jul 26, 2019 13:48:57.329563000 AEST","f0:18:98:63:b7:ff","eduroam", seclab
"Jul 26, 2019 13:48:57.330619000 AEST","f0:18:98:63:b7:ff","", seclab
"Jul 26, 2019 13:48:57.509052000 AEST","34:13:e8:3c:15:c7","uniwide", seclab
"Jul 26, 2019 13:48:57.622205000 AEST","4e:cc:51:30:e7:e5","", seclab
"Jul 26, 2019 13:48:58.002145000 AEST","04:d3:b0:42:b9:ef","uniwide", seclab
"Jul 26, 2019 13:48:58.049954000 AEST","d8:f2:ca:0a:3c:ff","uniwide", seclab
"Jul 26, 2019 13:48:58.109612000 AEST","d8:f2:ca:0a:3c:ff","uniwide", seclab
"Jul 26, 2019 13:48:58.338863000 AEST","ec:9b:f3:e8:44:42","eduroam", seclab
"Jul 26, 2019 13:48:58.359181000 AEST","ec:9b:f3:e8:44:42","eduroam", seclab
"Jul 26, 2019 13:48:58.429410000 AEST","d8:f2:ca:0a:3c:ff","uniwide", seclab
"Jul 26, 2019 13:48:58.445184000 AEST","d8:f2:ca:0a:3c:ff","uniwide", seclab
"Jul 26, 2019 13:48:58.956551000 AEST","f0:4f:7c:04:f8:f3","", seclab
"Jul 26, 2019 13:48:58.979269000 AEST","f0:4f:7c:04:f8:f3","", seclab
"Jul 26, 2019 13:48:58.984389000 AEST","26:eb:81:df:19:13","", seclab
"Jul 26, 2019 13:48:59.355306000 AEST","f0:4f:7c:04:f8:f3","", seclab
"Jul 26, 2019 13:48:59.500424000 AEST","da:a1:19:07:fe:0b","", seclab
"Jul 26, 2019 13:48:59.525962000 AEST","da:a1:19:07:fe:0b","", seclab
"Jul 26, 2019 13:48:59.570890000 AEST","da:a1:19:07:fe:0b","", seclab
"Jul 26, 2019 13:48:59.679973000 AEST","da:a1:19:07:fe:0b","", seclab
"Jul 26, 2019 13:48:59.722863000 AEST","da:a1:19:07:fe:0b","", seclab
"Jul 26, 2019 13:48:59.769320000 AEST","da:a1:19:07:fe:0b","", seclab
"Jul 26, 2019 13:48:59.789610000 AEST","da:a1:19:07:fe:0b","", seclab
"Jul 26, 2019 13:48:59.913707000 AEST","28:16:ad:bc:cd:98","uniwide", seclab
"Jul 26, 2019 13:49:00.081420000 AEST","28:16:ad:bc:cd:98","uniwide", seclab
"Jul 26, 2019 13:49:00.661808000 AEST","f0:18:98:63:b7:ff","eduroam", seclab
"Jul 26, 2019 13:49:00.670779000 AEST","f0:18:98:63:b7:ff","eduroam", seclab
"Jul 26, 2019 13:49:00.690192000 AEST","f0:18:98:63:b7:ff","eduroam", seclab
"Jul 26, 2019 13:49:00.705791000 AEST","f0:18:98:63:b7:ff","eduroam", seclab
"Jul 26, 2019 13:49:00.718698000 AEST","f0:18:98:63:b7:ff","eduroam", seclab
"Jul 26, 2019 13:49:00.728783000 AEST","f0:18:98:63:b7:ff","eduroam", seclab
"Jul 26, 2019 13:49:00.813968000 AEST","f0:18:98:63:b7:ff","eduroam", seclab
"Jul 26, 2019 13:49:00.823950000 AEST","f0:18:98:63:b7:ff","eduroam", seclab
"Jul 26, 2019 13:49:01.100183000 AEST","0c:70:4a:e2:fd:73","", seclab
"Jul 26, 2019 13:49:01.145532000 AEST","0c:70:4a:e2:fd:73","", seclab
"Jul 26, 2019 13:49:01.165707000 AEST","0c:70:4a:e2:fd:73","", seclab
"Jul 26, 2019 13:49:01.749563000 AEST","da:a1:19:9e:38:66","", seclab
"Jul 26, 2019 13:49:03.807374000 AEST","74:b5:87:d9:ee:24","", seclab
"Jul 26, 2019 13:49:03.810136000 AEST","ce:78:23:9c:b9:34","", seclab
"Jul 26, 2019 13:49:03.811933000 AEST","b8:31:b5:78:07:02","", seclab
"Jul 26, 2019 13:49:03.875776000 AEST","ce:78:23:9c:b9:34","", seclab
"Jul 26, 2019 13:49:03.894047000 AEST","b8:31:b5:78:07:02","", seclab
"Jul 26, 2019 13:49:03.903293000 AEST","16:20:83:2f:b7:9d","", seclab
"Jul 26, 2019 13:49:03.973917000 AEST","d4:6d:6d:68:f5:bf","uniwide", seclab
"Jul 26, 2019 13:49:03.976863000 AEST","d4:6d:6d:68:f5:bf","", seclab
"Jul 26, 2019 13:49:03.978463000 AEST","ce:78:23:9c:b9:34","", seclab
"Jul 26, 2019 13:49:04.108863000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:04.125661000 AEST","d4:6d:6d:68:f5:bf","uniwide", seclab
"Jul 26, 2019 13:49:04.128007000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:04.175014000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:04.199197000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:04.219677000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:04.552323000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:49:04.561089000 AEST","0a:46:37:1d:1b:55","", seclab
"Jul 26, 2019 13:49:04.581389000 AEST","0a:46:37:1d:1b:55","", seclab
"Jul 26, 2019 13:49:04.590692000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:49:04.619308000 AEST","fa:5c:ac:5d:76:97","", seclab
"Jul 26, 2019 13:49:04.637390000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:49:04.675561000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:49:04.726402000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:49:04.764738000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:49:05.680331000 AEST","48:51:b7:e8:59:cc","", seclab
"Jul 26, 2019 13:49:05.681477000 AEST","48:51:b7:e8:59:cc","eduroam", seclab
"Jul 26, 2019 13:49:05.702732000 AEST","46:ef:9b:34:ed:ac","", seclab
"Jul 26, 2019 13:49:05.711044000 AEST","48:51:b7:e8:59:cc","", seclab
"Jul 26, 2019 13:49:05.712996000 AEST","48:51:b7:e8:59:cc","eduroam", seclab
"Jul 26, 2019 13:49:05.766089000 AEST","46:ef:9b:34:ed:ac","", seclab
"Jul 26, 2019 13:49:06.161579000 AEST","c2:90:ad:3c:e6:5b","", seclab
"Jul 26, 2019 13:49:06.216777000 AEST","c2:90:ad:3c:e6:5b","", seclab
"Jul 26, 2019 13:49:06.321882000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:06.341608000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:06.364022000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:06.384334000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:06.407307000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:06.427691000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:06.532372000 AEST","60:92:17:96:84:1f","uniwide", seclab
"Jul 26, 2019 13:49:06.563041000 AEST","60:92:17:96:84:1f","uniwide", seclab
"Jul 26, 2019 13:49:06.572229000 AEST","60:92:17:96:84:1f","uniwide", seclab
"Jul 26, 2019 13:49:06.622128000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:07.011144000 AEST","60:92:17:96:84:1f","uniwide", seclab
"Jul 26, 2019 13:49:07.033549000 AEST","60:92:17:96:84:1f","uniwide", seclab
"Jul 26, 2019 13:49:07.070140000 AEST","60:92:17:96:84:1f","uniwide", seclab
"Jul 26, 2019 13:49:07.078796000 AEST","60:92:17:96:84:1f","uniwide", seclab
"Jul 26, 2019 13:49:08.039352000 AEST","da:a1:19:3c:92:a4","", seclab
"Jul 26, 2019 13:49:08.330035000 AEST","d4:6d:6d:67:e3:64","uniwide", seclab
"Jul 26, 2019 13:49:08.723896000 AEST","88:66:a5:c1:3c:c0","eduroam", seclab
"Jul 26, 2019 13:49:08.734325000 AEST","88:66:a5:c1:3c:c0","eduroam", seclab
"Jul 26, 2019 13:49:09.410719000 AEST","88:e9:fe:7e:fa:12","", seclab
"Jul 26, 2019 13:49:09.473372000 AEST","88:19:08:3b:42:35","uniwide", seclab
"Jul 26, 2019 13:49:09.505988000 AEST","88:e9:fe:7e:fa:12","", seclab
"Jul 26, 2019 13:49:09.574971000 AEST","ae:53:ba:95:17:19","", seclab
"Jul 26, 2019 13:49:09.987997000 AEST","12:97:4a:bf:df:6a","CSE_wireless", seclab
"Jul 26, 2019 13:49:10.034184000 AEST","12:97:4a:bf:df:6a","CSE_wireless", seclab
"Jul 26, 2019 13:49:10.035693000 AEST","12:97:4a:bf:df:6a","", seclab
"Jul 26, 2019 13:49:10.058476000 AEST","12:97:4a:bf:df:6a","CSE_wireless", seclab
"Jul 26, 2019 13:49:10.059783000 AEST","12:97:4a:bf:df:6a","", seclab
"Jul 26, 2019 13:49:10.102814000 AEST","12:97:4a:bf:df:6a","CSE_wireless", seclab
"Jul 26, 2019 13:49:10.104193000 AEST","12:97:4a:bf:df:6a","", seclab
"Jul 26, 2019 13:49:10.146209000 AEST","12:97:4a:bf:df:6a","CSE_wireless", seclab
"Jul 26, 2019 13:49:10.166684000 AEST","12:97:4a:bf:df:6a","CSE_wireless", seclab
"Jul 26, 2019 13:49:10.493644000 AEST","88:66:a5:c1:3c:c0","eduroam", seclab
"Jul 26, 2019 13:49:10.526494000 AEST","88:66:a5:c1:3c:c0","eduroam", seclab
"Jul 26, 2019 13:49:10.554113000 AEST","a0:c9:a0:a2:ff:9c","", seclab
"Jul 26, 2019 13:49:14.409848000 AEST","b8:c1:11:7b:86:b3","", seclab
"Jul 26, 2019 13:49:14.420912000 AEST","b8:c1:11:7b:86:b3","", seclab
"Jul 26, 2019 13:49:14.461142000 AEST","50:04:b8:de:b1:28","uniwide ", seclab
"Jul 26, 2019 13:49:14.462746000 AEST","50:04:b8:de:b1:28","", seclab
"Jul 26, 2019 13:49:14.499474000 AEST","50:04:b8:de:b1:28","uniwide ", seclab
"Jul 26, 2019 13:49:14.501073000 AEST","50:04:b8:de:b1:28","", seclab
"Jul 26, 2019 13:49:14.555732000 AEST","50:04:b8:de:b1:28","uniwide ", seclab
"Jul 26, 2019 13:49:14.557364000 AEST","50:04:b8:de:b1:28","", seclab
"Jul 26, 2019 13:49:14.985700000 AEST","90:2b:d2:0c:14:fe","", seclab
"Jul 26, 2019 13:49:15.005922000 AEST","90:2b:d2:0c:14:fe","", seclab
"Jul 26, 2019 13:49:15.051796000 AEST","90:2b:d2:0c:14:fe","", seclab
"Jul 26, 2019 13:49:15.105044000 AEST","74:e5:f9:e6:a0:50","", seclab
"Jul 26, 2019 13:49:15.122064000 AEST","f0:18:98:56:04:6c","", seclab
"Jul 26, 2019 13:49:15.162803000 AEST","f0:18:98:56:04:6c","", seclab
"Jul 26, 2019 13:49:15.544552000 AEST","da:a1:19:61:e2:74","", seclab
"Jul 26, 2019 13:49:15.564649000 AEST","da:a1:19:61:e2:74","", seclab
"Jul 26, 2019 13:49:15.586935000 AEST","da:a1:19:61:e2:74","", seclab
"Jul 26, 2019 13:49:15.602249000 AEST","da:a1:19:61:e2:74","", seclab
"Jul 26, 2019 13:49:15.746103000 AEST","48:51:b7:e8:59:cc","", seclab
"Jul 26, 2019 13:49:15.748936000 AEST","48:51:b7:e8:59:cc","eduroam", seclab
"Jul 26, 2019 13:49:16.051744000 AEST","0c:51:01:3a:8d:b0","uniwide", seclab
"Jul 26, 2019 13:49:16.062393000 AEST","0c:51:01:3a:8d:b0","uniwide", seclab
"Jul 26, 2019 13:49:16.068782000 AEST","d8:1c:79:b3:52:9c","uniwide", seclab
"Jul 26, 2019 13:49:16.085978000 AEST","0c:51:01:3a:8d:b0","uniwide", seclab
"Jul 26, 2019 13:49:16.094455000 AEST","d8:1c:79:b3:52:9c","uniwide", seclab
"Jul 26, 2019 13:49:16.111867000 AEST","d8:1c:79:b3:52:9c","uniwide", seclab
"Jul 26, 2019 13:49:16.132091000 AEST","d8:1c:79:b3:52:9c","uniwide", seclab
"Jul 26, 2019 13:49:16.176601000 AEST","d8:1c:79:b3:52:9c","uniwide", seclab
"Jul 26, 2019 13:49:16.248410000 AEST","f0:4f:7c:04:f8:f3","uniwide", seclab
"Jul 26, 2019 13:49:16.249639000 AEST","f0:4f:7c:04:f8:f3","", seclab
"Jul 26, 2019 13:49:16.261659000 AEST","f0:4f:7c:04:f8:f3","uniwide", seclab
"Jul 26, 2019 13:49:16.262778000 AEST","f0:4f:7c:04:f8:f3","", seclab
"Jul 26, 2019 13:49:16.272889000 AEST","f0:4f:7c:04:f8:f3","uniwide", seclab
"Jul 26, 2019 13:49:16.537963000 AEST","16:41:a4:3c:34:40","", seclab
"Jul 26, 2019 13:49:16.615409000 AEST","16:41:a4:3c:34:40","", seclab
"Jul 26, 2019 13:49:16.701981000 AEST","16:41:a4:3c:34:40","", seclab
"Jul 26, 2019 13:49:16.839085000 AEST","30:07:4d:9d:32:6b","", seclab
"Jul 26, 2019 13:49:16.873121000 AEST","30:07:4d:9d:32:6b","", seclab
"Jul 26, 2019 13:49:16.920543000 AEST","30:07:4d:9d:32:6b","", seclab
"Jul 26, 2019 13:49:16.960833000 AEST","30:07:4d:9d:32:6b","", seclab
"Jul 26, 2019 13:49:17.005474000 AEST","30:07:4d:9d:32:6b","", seclab
"Jul 26, 2019 13:49:17.072871000 AEST","30:07:4d:65:a7:ef","uniwide", seclab
"Jul 26, 2019 13:49:17.550234000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:17.570462000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:17.586649000 AEST","9c:b6:d0:ba:69:3d","uniwide", seclab
"Jul 26, 2019 13:49:17.592036000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:17.612484000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:17.635465000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:17.655845000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:17.786205000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:17.795094000 AEST","bc:54:36:d1:eb:b6","uniwide", seclab
"Jul 26, 2019 13:49:17.795099000 AEST","bc:54:36:d1:eb:b6","highbury", seclab
"Jul 26, 2019 13:49:17.796641000 AEST","bc:54:36:d1:eb:b6","uniwide_webauth", seclab
"Jul 26, 2019 13:49:17.815698000 AEST","bc:54:36:d1:eb:b6","uniwide", seclab
"Jul 26, 2019 13:49:17.815706000 AEST","bc:54:36:d1:eb:b6","highbury", seclab
"Jul 26, 2019 13:49:17.817891000 AEST","bc:54:36:d1:eb:b6","uniwide_webauth", seclab
"Jul 26, 2019 13:49:17.952621000 AEST","ce:cc:ee:bc:24:36","", seclab
"Jul 26, 2019 13:49:17.962405000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:18.098654000 AEST","50:04:b8:de:b1:28","", seclab
"Jul 26, 2019 13:49:18.132215000 AEST","50:04:b8:de:b1:28","", seclab
"Jul 26, 2019 13:49:18.183987000 AEST","50:04:b8:de:b1:28","uniwide ", seclab
"Jul 26, 2019 13:49:18.186024000 AEST","50:04:b8:de:b1:28","", seclab
"Jul 26, 2019 13:49:18.220298000 AEST","50:04:b8:de:b1:28","uniwide ", seclab
"Jul 26, 2019 13:49:18.222406000 AEST","50:04:b8:de:b1:28","", seclab
"Jul 26, 2019 13:49:18.313190000 AEST","50:04:b8:de:b1:28","", seclab
"Jul 26, 2019 13:49:18.593210000 AEST","34:36:3b:88:e7:bc","uniwide", seclab
"Jul 26, 2019 13:49:18.615043000 AEST","b8:31:b5:78:07:02","", seclab
"Jul 26, 2019 13:49:18.696245000 AEST","b8:31:b5:78:07:02","", seclab
"Jul 26, 2019 13:49:18.696251000 AEST","b8:31:b5:78:07:02","", seclab
"Jul 26, 2019 13:49:18.708999000 AEST","34:36:3b:88:e7:bc","uniwide", seclab
"Jul 26, 2019 13:49:18.779221000 AEST","b8:31:b5:78:07:02","", seclab
"Jul 26, 2019 13:49:18.861323000 AEST","b8:31:b5:78:07:02","", seclab
"Jul 26, 2019 13:49:19.095884000 AEST","b8:31:b5:78:07:02","", seclab
"Jul 26, 2019 13:49:19.095890000 AEST","b8:31:b5:78:07:02","", seclab
"Jul 26, 2019 13:49:19.178829000 AEST","b8:31:b5:78:07:02","", seclab
"Jul 26, 2019 13:49:19.342265000 AEST","b8:31:b5:78:07:02","", seclab
"Jul 26, 2019 13:49:19.741807000 AEST","b8:31:b5:78:07:02","", seclab
"Jul 26, 2019 13:49:20.059453000 AEST","b8:31:b5:78:07:02","", seclab
"Jul 26, 2019 13:49:20.548316000 AEST","c0:e8:62:3f:60:1f","uniwide", seclab
"Jul 26, 2019 13:49:20.558547000 AEST","c0:e8:62:3f:60:1f","uniwide", seclab
"Jul 26, 2019 13:49:21.980858000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:22.001078000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:22.286655000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:22.393016000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:23.023282000 AEST","c0:e8:62:3f:60:1f","uniwide", seclab
"Jul 26, 2019 13:49:23.031808000 AEST","c0:e8:62:3f:60:1f","uniwide", seclab
"Jul 26, 2019 13:49:23.080379000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:23.100772000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:23.184199000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:23.204194000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:24.920095000 AEST","bc:83:85:07:90:54","uniwide", seclab
"Jul 26, 2019 13:49:24.949894000 AEST","bc:83:85:07:90:54","uniwide", seclab
"Jul 26, 2019 13:49:25.344105000 AEST","bc:83:85:07:90:54","uniwide", seclab
"Jul 26, 2019 13:49:25.359868000 AEST","8e:c7:f8:eb:f5:bc","", seclab
"Jul 26, 2019 13:49:25.518619000 AEST","60:f4:45:7c:a7:ab","", seclab
"Jul 26, 2019 13:49:25.529355000 AEST","60:f4:45:7c:a7:ab","", seclab
"Jul 26, 2019 13:49:25.642061000 AEST","2e:ca:23:c7:4f:ec","", seclab
"Jul 26, 2019 13:49:25.664238000 AEST","2e:ca:23:c7:4f:ec","", seclab
"Jul 26, 2019 13:49:25.686709000 AEST","2e:ca:23:c7:4f:ec","", seclab
"Jul 26, 2019 13:49:25.804556000 AEST","48:51:b7:e8:59:cc","", seclab
"Jul 26, 2019 13:49:25.807916000 AEST","48:51:b7:e8:59:cc","", seclab
"Jul 26, 2019 13:49:26.694873000 AEST","30:07:4d:65:a7:ef","uniwide", seclab
"Jul 26, 2019 13:49:27.047507000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:27.067637000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:27.089654000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:27.109044000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:27.132019000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:27.152342000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:49:27.311353000 AEST","ac:92:32:61:43:ab","uniwide", seclab
"Jul 26, 2019 13:49:27.318101000 AEST","ac:92:32:61:43:ab","uniwide", seclab
"Jul 26, 2019 13:49:27.320820000 AEST","ac:92:32:61:43:ab","uniwide", seclab
"Jul 26, 2019 13:49:27.325908000 AEST","ac:92:32:61:43:ab","uniwide", seclab
"Jul 26, 2019 13:49:27.336824000 AEST","ac:92:32:61:43:ab","uniwide", seclab
"Jul 26, 2019 13:49:27.443545000 AEST","30:07:4d:65:a7:ef","uniwide", seclab
"Jul 26, 2019 13:49:27.776845000 AEST","b4:f7:a1:c1:5d:5c","", seclab
"Jul 26, 2019 13:49:27.799928000 AEST","b4:f7:a1:c1:5d:5c","", seclab
"Jul 26, 2019 13:49:27.889399000 AEST","b4:f7:a1:c1:5d:5c","", seclab
"Jul 26, 2019 13:49:27.988407000 AEST","b4:f7:a1:c1:5d:5c","", seclab
"Jul 26, 2019 13:49:28.250493000 AEST","ee:09:56:e7:c3:5d","CSE_wireless", seclab
"Jul 26, 2019 13:49:28.287415000 AEST","d8:1c:79:b3:52:9c","uniwide", seclab
"Jul 26, 2019 13:49:28.308611000 AEST","ee:09:56:e7:c3:5d","CSE_wireless", seclab
"Jul 26, 2019 13:49:28.311770000 AEST","d8:1c:79:b3:52:9c","uniwide", seclab
"Jul 26, 2019 13:49:28.327310000 AEST","d8:1c:79:b3:52:9c","uniwide", seclab
"Jul 26, 2019 13:49:28.347527000 AEST","d8:1c:79:b3:52:9c","uniwide", seclab
"Jul 26, 2019 13:49:28.391994000 AEST","d8:1c:79:b3:52:9c","uniwide", seclab
"Jul 26, 2019 13:49:28.393543000 AEST","d8:1c:79:b3:52:9c","uniwide", seclab
"Jul 26, 2019 13:49:28.419694000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:28.437459000 AEST","d8:1c:79:b3:52:9c","uniwide", seclab
"Jul 26, 2019 13:49:28.439688000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:28.465727000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:28.486075000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:28.510461000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:28.530874000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:28.564818000 AEST","78:4f:43:5f:19:fb","", seclab
"Jul 26, 2019 13:49:28.632316000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:28.657723000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:28.677979000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:28.759164000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:28.779868000 AEST","50:04:b8:f8:5e:cf","", seclab
"Jul 26, 2019 13:49:29.562730000 AEST","f6:b6:65:7b:04:d8","", seclab
"Jul 26, 2019 13:49:29.602304000 AEST","f6:b6:65:7b:04:d8","CSE_wireless", seclab
