"Jul 26, 2019 16:33:13.761108000 AEST","8c:85:90:9f:11:28"
"Jul 26, 2019 16:33:13.761117000 AEST","8c:85:90:9f:11:28"
"Jul 26, 2019 16:33:13.851830000 AEST","8c:85:90:9f:11:28"
"Jul 26, 2019 16:33:13.852766000 AEST","8c:85:90:9f:11:28"
"Jul 26, 2019 16:33:14.239022000 AEST","8c:85:90:9f:11:28"
"Jul 26, 2019 16:33:14.249016000 AEST","8c:85:90:9f:11:28"
"Jul 26, 2019 16:33:14.265269000 AEST","8c:85:90:9f:11:28"
"Jul 26, 2019 16:33:14.319555000 AEST","da:a1:19:be:aa:ac"
"Jul 26, 2019 16:33:14.334734000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:14.334743000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:14.334753000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:14.354246000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:14.354258000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:14.354265000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:14.355682000 AEST","da:a1:19:be:aa:ac"
"Jul 26, 2019 16:33:14.392693000 AEST","da:a1:19:be:aa:ac"
"Jul 26, 2019 16:33:14.428244000 AEST","da:a1:19:be:aa:ac"
"Jul 26, 2019 16:33:14.434850000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:14.434859000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:14.434866000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:14.455043000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:14.455052000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:14.455059000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:14.853934000 AEST","8c:85:90:9f:11:28"
"Jul 26, 2019 16:33:14.865986000 AEST","8c:85:90:9f:11:28"
"Jul 26, 2019 16:33:14.879474000 AEST","8c:85:90:9f:11:28"
"Jul 26, 2019 16:33:14.889785000 AEST","8c:85:90:9f:11:28"
"Jul 26, 2019 16:33:14.896797000 AEST","02:51:14:8d:b9:6d"
"Jul 26, 2019 16:33:14.905280000 AEST","8c:85:90:9f:11:28"
"Jul 26, 2019 16:33:14.915462000 AEST","8c:85:90:9f:11:28"
"Jul 26, 2019 16:33:14.940548000 AEST","02:51:14:8d:b9:6d"
"Jul 26, 2019 16:33:14.998089000 AEST","8c:85:90:9f:11:28"
"Jul 26, 2019 16:33:14.999182000 AEST","8c:85:90:9f:11:28"
"Jul 26, 2019 16:33:15.020196000 AEST","8c:85:90:9f:11:28"
"Jul 26, 2019 16:33:15.024708000 AEST","02:51:14:8d:b9:6d"
"Jul 26, 2019 16:33:15.067651000 AEST","02:51:14:8d:b9:6d"
"Jul 26, 2019 16:33:15.108307000 AEST","02:51:14:8d:b9:6d"
"Jul 26, 2019 16:33:15.148099000 AEST","02:51:14:8d:b9:6d"
"Jul 26, 2019 16:33:15.231268000 AEST","02:51:14:8d:b9:6d"
"Jul 26, 2019 16:33:15.443261000 AEST","98:22:ef:97:70:77"
"Jul 26, 2019 16:33:17.716248000 AEST","60:e3:ac:e7:ab:80"
"Jul 26, 2019 16:33:17.751904000 AEST","60:e3:ac:e7:ab:80"
"Jul 26, 2019 16:33:17.787779000 AEST","60:e3:ac:e7:ab:80"
"Jul 26, 2019 16:33:17.827189000 AEST","60:e3:ac:e7:ab:80"
"Jul 26, 2019 16:33:17.861297000 AEST","60:e3:ac:e7:ab:80"
"Jul 26, 2019 16:33:17.896387000 AEST","60:e3:ac:e7:ab:80"
"Jul 26, 2019 16:33:17.946429000 AEST","b4:f7:a1:c1:5d:5c"
"Jul 26, 2019 16:33:17.965951000 AEST","b4:f7:a1:c1:5d:5c"
"Jul 26, 2019 16:33:17.976051000 AEST","60:e3:ac:e7:ab:80"
"Jul 26, 2019 16:33:18.006525000 AEST","60:e3:ac:e7:ab:80"
"Jul 26, 2019 16:33:18.041764000 AEST","60:e3:ac:e7:ab:80"
"Jul 26, 2019 16:33:18.061883000 AEST","b4:f7:a1:c1:5d:5c"
"Jul 26, 2019 16:33:18.232269000 AEST","b4:f7:a1:c1:5d:5c"
"Jul 26, 2019 16:33:19.339273000 AEST","e2:a5:07:0f:9e:d3"
"Jul 26, 2019 16:33:20.188542000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:33:20.208039000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:33:20.209380000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:33:20.231461000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:33:20.232801000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:33:20.252032000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:33:20.253347000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:33:20.367424000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:33:20.368744000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:33:20.387844000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:33:20.389406000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:33:20.430971000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:33:20.432792000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:33:20.523242000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:33:20.524574000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:33:20.547874000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:33:20.568238000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:33:20.661759000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:33:20.704070000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:33:21.348842000 AEST","f0:99:b6:43:ee:78"
"Jul 26, 2019 16:33:25.527818000 AEST","08:f4:ab:8e:a5:78"
"Jul 26, 2019 16:33:25.604542000 AEST","08:f4:ab:8e:a5:78"
"Jul 26, 2019 16:33:25.605693000 AEST","08:f4:ab:8e:a5:78"
"Jul 26, 2019 16:33:25.702166000 AEST","08:f4:ab:8e:a5:78"
"Jul 26, 2019 16:33:25.719271000 AEST","08:f4:ab:8e:a5:78"
"Jul 26, 2019 16:33:25.720349000 AEST","08:f4:ab:8e:a5:78"
"Jul 26, 2019 16:33:25.830912000 AEST","da:a1:19:05:de:8d"
"Jul 26, 2019 16:33:25.832540000 AEST","da:a1:19:05:de:8d"
"Jul 26, 2019 16:33:25.850851000 AEST","da:a1:19:05:de:8d"
"Jul 26, 2019 16:33:25.850859000 AEST","da:a1:19:05:de:8d"
"Jul 26, 2019 16:33:25.858232000 AEST","da:a1:19:05:de:8d"
"Jul 26, 2019 16:33:25.872777000 AEST","da:a1:19:05:de:8d"
"Jul 26, 2019 16:33:25.874586000 AEST","da:a1:19:05:de:8d"
"Jul 26, 2019 16:33:25.895332000 AEST","da:a1:19:05:de:8d"
"Jul 26, 2019 16:33:25.911097000 AEST","da:a1:19:05:de:8d"
"Jul 26, 2019 16:33:25.914619000 AEST","da:a1:19:05:de:8d"
"Jul 26, 2019 16:33:25.923079000 AEST","da:a1:19:05:de:8d"
"Jul 26, 2019 16:33:27.006015000 AEST","f4:0f:24:32:57:05"
"Jul 26, 2019 16:33:27.090393000 AEST","2c:57:31:1f:c5:f6"
"Jul 26, 2019 16:33:27.090398000 AEST","2c:57:31:1f:c5:f6"
"Jul 26, 2019 16:33:27.335740000 AEST","2c:57:31:1f:c5:f6"
"Jul 26, 2019 16:33:27.337360000 AEST","2c:57:31:1f:c5:f6"
"Jul 26, 2019 16:33:27.390060000 AEST","2c:57:31:1f:c5:f6"
"Jul 26, 2019 16:33:27.390069000 AEST","2c:57:31:1f:c5:f6"
"Jul 26, 2019 16:33:27.582619000 AEST","2c:57:31:1f:c5:f6"
"Jul 26, 2019 16:33:27.582625000 AEST","2c:57:31:1f:c5:f6"
"Jul 26, 2019 16:33:27.650167000 AEST","f4:0f:24:32:57:05"
"Jul 26, 2019 16:33:27.650171000 AEST","f4:0f:24:32:57:05"
"Jul 26, 2019 16:33:27.688509000 AEST","f4:0f:24:32:57:05"
"Jul 26, 2019 16:33:27.688514000 AEST","f4:0f:24:32:57:05"
"Jul 26, 2019 16:33:27.744407000 AEST","f4:0f:24:32:57:05"
"Jul 26, 2019 16:33:27.745484000 AEST","f4:0f:24:32:57:05"
"Jul 26, 2019 16:33:27.791992000 AEST","f4:0f:24:32:57:05"
"Jul 26, 2019 16:33:27.792000000 AEST","f4:0f:24:32:57:05"
"Jul 26, 2019 16:33:27.829589000 AEST","f4:0f:24:32:57:05"
"Jul 26, 2019 16:33:27.829612000 AEST","f4:0f:24:32:57:05"
"Jul 26, 2019 16:33:27.867071000 AEST","f4:0f:24:32:57:05"
"Jul 26, 2019 16:33:27.867083000 AEST","f4:0f:24:32:57:05"
"Jul 26, 2019 16:33:27.908506000 AEST","f4:0f:24:32:57:05"
"Jul 26, 2019 16:33:27.908519000 AEST","f4:0f:24:32:57:05"
"Jul 26, 2019 16:33:27.946908000 AEST","f4:0f:24:32:57:05"
"Jul 26, 2019 16:33:28.039795000 AEST","f4:0f:24:32:57:05"
"Jul 26, 2019 16:33:28.131473000 AEST","e4:a7:a0:14:4e:c5"
"Jul 26, 2019 16:33:28.150987000 AEST","e4:a7:a0:14:4e:c5"
"Jul 26, 2019 16:33:28.205067000 AEST","e4:a7:a0:14:4e:c5"
"Jul 26, 2019 16:33:28.341319000 AEST","e4:a7:a0:14:4e:c5"
"Jul 26, 2019 16:33:28.365326000 AEST","e4:a7:a0:14:4e:c5"
"Jul 26, 2019 16:33:28.467728000 AEST","fa:4d:e0:7b:23:ef"
"Jul 26, 2019 16:33:28.642508000 AEST","9e:bd:1f:62:63:20"
"Jul 26, 2019 16:33:28.838350000 AEST","a2:5b:f2:d8:39:70"
"Jul 26, 2019 16:33:28.854057000 AEST","e0:33:8e:76:4d:0a"
"Jul 26, 2019 16:33:28.943374000 AEST","a2:5b:f2:d8:39:70"
"Jul 26, 2019 16:33:28.963367000 AEST","a2:5b:f2:d8:39:70"
"Jul 26, 2019 16:33:29.047399000 AEST","a2:5b:f2:d8:39:70"
"Jul 26, 2019 16:33:29.067624000 AEST","a2:5b:f2:d8:39:70"
"Jul 26, 2019 16:33:29.151783000 AEST","a2:5b:f2:d8:39:70"
"Jul 26, 2019 16:33:29.171782000 AEST","a2:5b:f2:d8:39:70"
"Jul 26, 2019 16:33:29.181360000 AEST","06:5f:74:26:d3:b2"
"Jul 26, 2019 16:33:29.219278000 AEST","06:5f:74:26:d3:b2"
"Jul 26, 2019 16:33:29.256549000 AEST","a2:5b:f2:d8:39:70"
"Jul 26, 2019 16:33:29.277987000 AEST","a2:5b:f2:d8:39:70"
"Jul 26, 2019 16:33:29.482278000 AEST","06:5f:74:26:d3:b2"
"Jul 26, 2019 16:33:29.483394000 AEST","06:5f:74:26:d3:b2"
"Jul 26, 2019 16:33:29.517446000 AEST","06:5f:74:26:d3:b2"
"Jul 26, 2019 16:33:29.546146000 AEST","06:5f:74:26:d3:b2"
"Jul 26, 2019 16:33:29.547234000 AEST","06:5f:74:26:d3:b2"
"Jul 26, 2019 16:33:29.576231000 AEST","06:5f:74:26:d3:b2"
"Jul 26, 2019 16:33:29.577356000 AEST","06:5f:74:26:d3:b2"
"Jul 26, 2019 16:33:30.326225000 AEST","06:5f:74:26:d3:b2"
"Jul 26, 2019 16:33:30.598606000 AEST","06:5f:74:26:d3:b2"
"Jul 26, 2019 16:33:30.626842000 AEST","06:5f:74:26:d3:b2"
"Jul 26, 2019 16:33:30.864471000 AEST","2c:57:31:1f:c5:f6"
"Jul 26, 2019 16:33:30.866345000 AEST","2c:57:31:1f:c5:f6"
"Jul 26, 2019 16:33:30.890724000 AEST","06:5f:74:26:d3:b2"
"Jul 26, 2019 16:33:30.891800000 AEST","06:5f:74:26:d3:b2"
"Jul 26, 2019 16:33:31.112249000 AEST","2c:57:31:1f:c5:f6"
"Jul 26, 2019 16:33:31.464037000 AEST","2c:57:31:1f:c5:f6"
"Jul 26, 2019 16:33:31.464053000 AEST","2c:57:31:1f:c5:f6"
"Jul 26, 2019 16:33:31.702594000 AEST","2c:57:31:1f:c5:f6"
"Jul 26, 2019 16:33:31.703633000 AEST","2c:57:31:1f:c5:f6"
"Jul 26, 2019 16:33:34.212515000 AEST","8c:85:90:bd:17:94"
"Jul 26, 2019 16:33:34.222983000 AEST","8c:85:90:bd:17:94"
"Jul 26, 2019 16:33:34.343345000 AEST","0a:a6:b1:ca:ab:90"
"Jul 26, 2019 16:33:34.426884000 AEST","0a:a6:b1:ca:ab:90"
"Jul 26, 2019 16:33:34.448096000 AEST","0a:a6:b1:ca:ab:90"
"Jul 26, 2019 16:33:34.469084000 AEST","0a:a6:b1:ca:ab:90"
"Jul 26, 2019 16:33:34.488768000 AEST","0a:a6:b1:ca:ab:90"
"Jul 26, 2019 16:33:36.504822000 AEST","e2:55:1d:10:35:1a"
"Jul 26, 2019 16:33:36.955339000 AEST","e2:55:1d:10:35:1a"
"Jul 26, 2019 16:33:37.124039000 AEST","34:13:e8:3c:15:c7"
"Jul 26, 2019 16:33:37.126254000 AEST","34:13:e8:3c:15:c7"
"Jul 26, 2019 16:33:37.574189000 AEST","2c:57:31:1f:c5:f6"
"Jul 26, 2019 16:33:37.582792000 AEST","2c:57:31:1f:c5:f6"
"Jul 26, 2019 16:33:42.705641000 AEST","9c:b6:d0:f6:10:0b"
"Jul 26, 2019 16:33:44.287526000 AEST","8e:31:0a:98:3e:eb"
"Jul 26, 2019 16:33:44.307741000 AEST","8e:31:0a:98:3e:eb"
"Jul 26, 2019 16:33:44.332414000 AEST","8e:31:0a:98:3e:eb"
"Jul 26, 2019 16:33:44.399069000 AEST","8e:31:0a:98:3e:eb"
"Jul 26, 2019 16:33:44.412416000 AEST","8e:31:0a:98:3e:eb"
"Jul 26, 2019 16:33:44.469697000 AEST","8e:31:0a:98:3e:eb"
"Jul 26, 2019 16:33:44.492094000 AEST","8e:31:0a:98:3e:eb"
"Jul 26, 2019 16:33:45.425199000 AEST","98:22:ef:97:70:77"
"Jul 26, 2019 16:33:45.787930000 AEST","02:7c:9b:fe:ab:22"
"Jul 26, 2019 16:33:45.831860000 AEST","02:7c:9b:fe:ab:22"
"Jul 26, 2019 16:33:45.872499000 AEST","02:7c:9b:fe:ab:22"
"Jul 26, 2019 16:33:45.892655000 AEST","da:a1:19:01:9f:af"
"Jul 26, 2019 16:33:45.914311000 AEST","da:a1:19:01:9f:af"
"Jul 26, 2019 16:33:45.920535000 AEST","02:7c:9b:fe:ab:22"
"Jul 26, 2019 16:33:45.926957000 AEST","da:a1:19:01:9f:af"
"Jul 26, 2019 16:33:45.934864000 AEST","da:a1:19:01:9f:af"
"Jul 26, 2019 16:33:45.944280000 AEST","da:a1:19:01:9f:af"
"Jul 26, 2019 16:33:45.962234000 AEST","da:a1:19:01:9f:af"
"Jul 26, 2019 16:33:45.962243000 AEST","da:a1:19:01:9f:af"
"Jul 26, 2019 16:33:45.984161000 AEST","da:a1:19:01:9f:af"
"Jul 26, 2019 16:33:46.044038000 AEST","02:7c:9b:fe:ab:22"
"Jul 26, 2019 16:33:47.274095000 AEST","e2:55:1d:10:35:1a"
"Jul 26, 2019 16:33:48.053830000 AEST","72:d8:4d:05:67:cf"
"Jul 26, 2019 16:33:48.078530000 AEST","72:d8:4d:05:67:cf"
"Jul 26, 2019 16:33:48.102019000 AEST","72:d8:4d:05:67:cf"
"Jul 26, 2019 16:33:48.134370000 AEST","72:d8:4d:05:67:cf"
"Jul 26, 2019 16:33:51.062921000 AEST","9c:b6:d0:f0:0c:0f"
"Jul 26, 2019 16:33:53.824881000 AEST","a8:db:03:21:a0:1b"
"Jul 26, 2019 16:33:55.136947000 AEST","c4:98:80:70:37:6c"
"Jul 26, 2019 16:33:55.208218000 AEST","c4:98:80:70:37:6c"
"Jul 26, 2019 16:33:55.227015000 AEST","c4:98:80:70:37:6c"
"Jul 26, 2019 16:33:55.248451000 AEST","c4:98:80:70:37:6c"
"Jul 26, 2019 16:33:55.271983000 AEST","c4:98:80:70:37:6c"
"Jul 26, 2019 16:33:55.292625000 AEST","c4:98:80:70:37:6c"
"Jul 26, 2019 16:33:55.316849000 AEST","c4:98:80:70:37:6c"
"Jul 26, 2019 16:33:55.489846000 AEST","46:a0:d9:24:bd:12"
"Jul 26, 2019 16:33:55.534670000 AEST","46:a0:d9:24:bd:12"
"Jul 26, 2019 16:33:55.579919000 AEST","46:a0:d9:24:bd:12"
"Jul 26, 2019 16:33:55.639347000 AEST","04:d6:aa:6d:85:0e"
"Jul 26, 2019 16:33:55.645936000 AEST","46:a0:d9:24:bd:12"
"Jul 26, 2019 16:33:55.669652000 AEST","46:a0:d9:24:bd:12"
"Jul 26, 2019 16:33:55.724530000 AEST","04:d6:aa:6d:85:0e"
"Jul 26, 2019 16:33:55.764782000 AEST","04:d6:aa:6d:85:0e"
"Jul 26, 2019 16:33:55.806506000 AEST","04:d6:aa:6d:85:0e"
"Jul 26, 2019 16:33:55.846732000 AEST","04:d6:aa:6d:85:0e"
"Jul 26, 2019 16:33:55.892878000 AEST","04:d6:aa:6d:85:0e"
"Jul 26, 2019 16:33:55.931876000 AEST","04:d6:aa:6d:85:0e"
"Jul 26, 2019 16:33:55.976693000 AEST","04:d6:aa:6d:85:0e"
"Jul 26, 2019 16:33:56.016883000 AEST","04:d6:aa:6d:85:0e"
"Jul 26, 2019 16:33:58.084417000 AEST","e4:9a:dc:2e:98:03"
"Jul 26, 2019 16:33:58.105663000 AEST","e4:9a:dc:2e:98:03"
"Jul 26, 2019 16:33:58.131138000 AEST","e4:9a:dc:2e:98:03"
"Jul 26, 2019 16:33:58.151391000 AEST","e4:9a:dc:2e:98:03"
"Jul 26, 2019 16:33:58.178939000 AEST","e4:9a:dc:2e:98:03"
"Jul 26, 2019 16:33:58.194971000 AEST","e4:9a:dc:2e:98:03"
"Jul 26, 2019 16:33:58.219455000 AEST","e4:9a:dc:2e:98:03"
"Jul 26, 2019 16:33:58.411227000 AEST","e4:a7:a0:14:4e:c5"
"Jul 26, 2019 16:33:58.578151000 AEST","bc:ec:5d:1e:bc:a4"
"Jul 26, 2019 16:33:59.005708000 AEST","d6:31:c2:3d:23:a7"
"Jul 26, 2019 16:33:59.028733000 AEST","d6:31:c2:3d:23:a7"
"Jul 26, 2019 16:33:59.049330000 AEST","d6:31:c2:3d:23:a7"
"Jul 26, 2019 16:33:59.072886000 AEST","d6:31:c2:3d:23:a7"
"Jul 26, 2019 16:33:59.093004000 AEST","d6:31:c2:3d:23:a7"
"Jul 26, 2019 16:33:59.138071000 AEST","d6:31:c2:3d:23:a7"
"Jul 26, 2019 16:34:01.966879000 AEST","ea:e4:ab:7f:4b:28"
"Jul 26, 2019 16:34:02.835790000 AEST","ea:e4:ab:7f:4b:28"
"Jul 26, 2019 16:34:02.850407000 AEST","ea:e4:ab:7f:4b:28"
"Jul 26, 2019 16:34:02.871361000 AEST","ea:e4:ab:7f:4b:28"
"Jul 26, 2019 16:34:02.890629000 AEST","ea:e4:ab:7f:4b:28"
"Jul 26, 2019 16:34:03.580848000 AEST","6e:00:2d:93:3b:fa"
"Jul 26, 2019 16:34:03.779069000 AEST","b6:a8:12:9d:5d:56"
"Jul 26, 2019 16:34:04.223103000 AEST","d8:1c:79:70:81:9f"
"Jul 26, 2019 16:34:04.258973000 AEST","d8:1c:79:70:81:9f"
"Jul 26, 2019 16:34:04.289861000 AEST","d8:1c:79:70:81:9f"
"Jul 26, 2019 16:34:04.539131000 AEST","1a:9a:e1:85:17:2b"
"Jul 26, 2019 16:34:04.602130000 AEST","1a:9a:e1:85:17:2b"
"Jul 26, 2019 16:34:06.860040000 AEST","24:18:1d:0f:33:0e"
"Jul 26, 2019 16:34:06.902128000 AEST","24:18:1d:0f:33:0e"
"Jul 26, 2019 16:34:06.937804000 AEST","22:65:27:c1:b7:a3"
"Jul 26, 2019 16:34:06.986346000 AEST","24:18:1d:0f:33:0e"
"Jul 26, 2019 16:34:07.002786000 AEST","22:65:27:c1:b7:a3"
"Jul 26, 2019 16:34:07.030430000 AEST","24:18:1d:0f:33:0e"
"Jul 26, 2019 16:34:07.047906000 AEST","22:65:27:c1:b7:a3"
"Jul 26, 2019 16:34:07.139554000 AEST","22:65:27:c1:b7:a3"
"Jul 26, 2019 16:34:07.941140000 AEST","96:3f:85:4d:f8:2e"
"Jul 26, 2019 16:34:08.008395000 AEST","96:3f:85:4d:f8:2e"
"Jul 26, 2019 16:34:08.066239000 AEST","96:3f:85:4d:f8:2e"
"Jul 26, 2019 16:34:08.868378000 AEST","8c:85:90:bd:17:94"
"Jul 26, 2019 16:34:08.876914000 AEST","8c:85:90:bd:17:94"
"Jul 26, 2019 16:34:09.039643000 AEST","8c:85:90:bd:17:94"
"Jul 26, 2019 16:34:09.106064000 AEST","8c:85:90:bd:17:94"
"Jul 26, 2019 16:34:14.416124000 AEST","e6:9a:af:79:79:17"
"Jul 26, 2019 16:34:14.480561000 AEST","e6:9a:af:79:79:17"
"Jul 26, 2019 16:34:14.501190000 AEST","e6:9a:af:79:79:17"
"Jul 26, 2019 16:34:14.521869000 AEST","e6:9a:af:79:79:17"
"Jul 26, 2019 16:34:14.543722000 AEST","e6:9a:af:79:79:17"
"Jul 26, 2019 16:34:14.563882000 AEST","e6:9a:af:79:79:17"
"Jul 26, 2019 16:34:14.586491000 AEST","e6:9a:af:79:79:17"
"Jul 26, 2019 16:34:14.607989000 AEST","e6:9a:af:79:79:17"
"Jul 26, 2019 16:34:15.401520000 AEST","98:22:ef:97:70:77"
"Jul 26, 2019 16:34:19.083157000 AEST","e2:55:1d:10:35:1a"
"Jul 26, 2019 16:34:19.465836000 AEST","4e:6a:ea:8e:75:e3"
"Jul 26, 2019 16:34:20.346620000 AEST","a2:d3:83:4d:98:fb"
"Jul 26, 2019 16:34:20.366467000 AEST","a2:d3:83:4d:98:fb"
"Jul 26, 2019 16:34:20.408822000 AEST","a2:d3:83:4d:98:fb"
"Jul 26, 2019 16:34:20.642439000 AEST","a2:d3:83:4d:98:fb"
"Jul 26, 2019 16:34:20.694265000 AEST","a2:d3:83:4d:98:fb"
"Jul 26, 2019 16:34:24.733031000 AEST","e2:55:1d:10:35:1a"
"Jul 26, 2019 16:34:26.309306000 AEST","0e:80:5c:a2:bc:5b"
"Jul 26, 2019 16:34:26.371683000 AEST","0e:80:5c:a2:bc:5b"
"Jul 26, 2019 16:34:26.441693000 AEST","0e:80:5c:a2:bc:5b"
"Jul 26, 2019 16:34:26.486876000 AEST","0e:80:5c:a2:bc:5b"
"Jul 26, 2019 16:34:26.508638000 AEST","0e:80:5c:a2:bc:5b"
"Jul 26, 2019 16:34:26.906053000 AEST","64:a2:f9:a7:47:32"
"Jul 26, 2019 16:34:26.926117000 AEST","64:a2:f9:a7:47:32"
"Jul 26, 2019 16:34:27.065789000 AEST","64:a2:f9:a7:47:32"
"Jul 26, 2019 16:34:27.085221000 AEST","64:a2:f9:a7:47:32"
"Jul 26, 2019 16:34:27.216231000 AEST","64:a2:f9:a7:47:32"
"Jul 26, 2019 16:34:27.236245000 AEST","64:a2:f9:a7:47:32"
"Jul 26, 2019 16:34:27.377752000 AEST","64:a2:f9:a7:47:32"
"Jul 26, 2019 16:34:27.441067000 AEST","96:46:78:2c:52:b4"
"Jul 26, 2019 16:34:27.550198000 AEST","64:a2:f9:a7:47:32"
"Jul 26, 2019 16:34:29.219368000 AEST","4c:56:9d:a9:27:6a"
"Jul 26, 2019 16:34:29.298473000 AEST","4c:56:9d:a9:27:6a"
"Jul 26, 2019 16:34:33.834520000 AEST","02:b3:be:c7:ef:6d"
"Jul 26, 2019 16:34:33.921989000 AEST","02:b3:be:c7:ef:6d"
"Jul 26, 2019 16:34:33.965484000 AEST","02:b3:be:c7:ef:6d"
"Jul 26, 2019 16:34:33.986949000 AEST","56:af:89:5f:70:66"
"Jul 26, 2019 16:34:34.005391000 AEST","56:af:89:5f:70:66"
"Jul 26, 2019 16:34:34.006983000 AEST","02:b3:be:c7:ef:6d"
"Jul 26, 2019 16:34:34.031175000 AEST","56:af:89:5f:70:66"
"Jul 26, 2019 16:34:34.050311000 AEST","56:af:89:5f:70:66"
"Jul 26, 2019 16:34:34.079140000 AEST","56:af:89:5f:70:66"
"Jul 26, 2019 16:34:34.142787000 AEST","56:af:89:5f:70:66"
"Jul 26, 2019 16:34:34.185229000 AEST","56:af:89:5f:70:66"
"Jul 26, 2019 16:34:34.945788000 AEST","c4:98:80:70:37:6c"
"Jul 26, 2019 16:34:34.970252000 AEST","c4:98:80:70:37:6c"
"Jul 26, 2019 16:34:37.917905000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:34:38.014270000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:34:38.215705000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:34:38.235774000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:34:38.339785000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:34:38.528789000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:34:38.653208000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:34:41.031292000 AEST","aa:04:de:9a:0c:02"
"Jul 26, 2019 16:34:42.910917000 AEST","da:a1:19:2e:cb:61"
"Jul 26, 2019 16:34:43.387183000 AEST","34:13:e8:3c:15:c7"
"Jul 26, 2019 16:34:43.543500000 AEST","e2:55:1d:10:35:1a"
"Jul 26, 2019 16:34:43.587105000 AEST","64:a2:f9:a7:47:32"
"Jul 26, 2019 16:34:43.719381000 AEST","64:a2:f9:a7:47:32"
"Jul 26, 2019 16:34:43.880989000 AEST","64:a2:f9:a7:47:32"
"Jul 26, 2019 16:34:43.900769000 AEST","64:a2:f9:a7:47:32"
"Jul 26, 2019 16:34:44.032145000 AEST","64:a2:f9:a7:47:32"
"Jul 26, 2019 16:34:44.198438000 AEST","64:a2:f9:a7:47:32"
"Jul 26, 2019 16:34:44.791584000 AEST","b4:f7:a1:c1:5d:5c"
"Jul 26, 2019 16:34:44.806833000 AEST","b4:f7:a1:c1:5d:5c"
"Jul 26, 2019 16:34:45.457207000 AEST","98:22:ef:97:70:77"
"Jul 26, 2019 16:34:45.731889000 AEST","ba:c2:f5:72:68:1a"
"Jul 26, 2019 16:34:45.749639000 AEST","ba:c2:f5:72:68:1a"
"Jul 26, 2019 16:34:45.774955000 AEST","ba:c2:f5:72:68:1a"
"Jul 26, 2019 16:34:45.802541000 AEST","ba:c2:f5:72:68:1a"
"Jul 26, 2019 16:34:45.819472000 AEST","ba:c2:f5:72:68:1a"
"Jul 26, 2019 16:34:45.864107000 AEST","ba:c2:f5:72:68:1a"
"Jul 26, 2019 16:34:45.884126000 AEST","ba:c2:f5:72:68:1a"
"Jul 26, 2019 16:34:45.909970000 AEST","ba:c2:f5:72:68:1a"
"Jul 26, 2019 16:34:45.930622000 AEST","ba:c2:f5:72:68:1a"
"Jul 26, 2019 16:34:46.978358000 AEST","e0:33:8e:76:4d:0a"
"Jul 26, 2019 16:34:46.988611000 AEST","e0:33:8e:76:4d:0a"
"Jul 26, 2019 16:34:47.661151000 AEST","b4:f7:a1:c1:5d:5c"
"Jul 26, 2019 16:34:47.700356000 AEST","d8:1c:79:b3:52:9c"
