"Jul 26, 2019 16:29:40.167057000 AEST","b8:b2:f8:7a:f7:7e"
"Jul 26, 2019 16:29:40.190896000 AEST","b8:b2:f8:7a:f7:7e"
"Jul 26, 2019 16:29:40.209552000 AEST","b8:b2:f8:7a:f7:7e"
"Jul 26, 2019 16:29:40.234055000 AEST","b8:b2:f8:7a:f7:7e"
"Jul 26, 2019 16:29:40.254596000 AEST","b8:b2:f8:7a:f7:7e"
"Jul 26, 2019 16:29:40.274821000 AEST","b8:b2:f8:7a:f7:7e"
"Jul 26, 2019 16:29:40.313096000 AEST","4a:63:20:85:78:13"
"Jul 26, 2019 16:29:40.355943000 AEST","4a:63:20:85:78:13"
"Jul 26, 2019 16:29:40.376068000 AEST","4a:63:20:85:78:13"
"Jul 26, 2019 16:29:40.398295000 AEST","4a:63:20:85:78:13"
"Jul 26, 2019 16:29:40.418478000 AEST","4a:63:20:85:78:13"
"Jul 26, 2019 16:29:40.441731000 AEST","4a:63:20:85:78:13"
"Jul 26, 2019 16:29:40.463397000 AEST","4a:63:20:85:78:13"
"Jul 26, 2019 16:29:40.504805000 AEST","4a:63:20:85:78:13"
"Jul 26, 2019 16:29:41.019197000 AEST","08:f4:ab:8e:a5:78"
"Jul 26, 2019 16:29:41.020283000 AEST","08:f4:ab:8e:a5:78"
"Jul 26, 2019 16:29:42.852160000 AEST","04:d6:aa:6d:85:0e"
"Jul 26, 2019 16:29:42.896438000 AEST","04:d6:aa:6d:85:0e"
"Jul 26, 2019 16:29:42.936838000 AEST","04:d6:aa:6d:85:0e"
"Jul 26, 2019 16:29:42.978499000 AEST","04:d6:aa:6d:85:0e"
"Jul 26, 2019 16:29:43.018674000 AEST","04:d6:aa:6d:85:0e"
"Jul 26, 2019 16:29:43.049680000 AEST","30:35:ad:43:3c:c2"
"Jul 26, 2019 16:29:43.063477000 AEST","04:d6:aa:6d:85:0e"
"Jul 26, 2019 16:29:43.103663000 AEST","04:d6:aa:6d:85:0e"
"Jul 26, 2019 16:29:43.150929000 AEST","04:d6:aa:6d:85:0e"
"Jul 26, 2019 16:29:43.188813000 AEST","04:d6:aa:6d:85:0e"
"Jul 26, 2019 16:29:43.237464000 AEST","62:be:2a:a0:e7:ae"
"Jul 26, 2019 16:29:43.257873000 AEST","62:be:2a:a0:e7:ae"
"Jul 26, 2019 16:29:43.371276000 AEST","e2:55:1d:10:35:1a"
"Jul 26, 2019 16:29:44.620589000 AEST","8a:f9:02:75:56:71"
"Jul 26, 2019 16:29:45.615304000 AEST","78:4f:43:9c:ba:e9"
"Jul 26, 2019 16:29:45.743683000 AEST","78:4f:43:9c:ba:e9"
"Jul 26, 2019 16:29:45.829888000 AEST","78:4f:43:9c:ba:e9"
"Jul 26, 2019 16:29:45.924379000 AEST","78:4f:43:9c:ba:e9"
"Jul 26, 2019 16:29:46.176415000 AEST","78:4f:43:9c:ba:e9"
"Jul 26, 2019 16:29:46.265186000 AEST","78:4f:43:9c:ba:e9"
"Jul 26, 2019 16:29:48.176649000 AEST","78:4f:43:9c:ba:e9"
"Jul 26, 2019 16:29:48.958041000 AEST","62:e6:c1:dd:a1:61"
"Jul 26, 2019 16:29:48.958060000 AEST","62:e6:c1:dd:a1:61"
"Jul 26, 2019 16:29:48.959715000 AEST","62:e6:c1:dd:a1:61"
"Jul 26, 2019 16:29:48.959724000 AEST","62:e6:c1:dd:a1:61"
"Jul 26, 2019 16:29:48.978485000 AEST","62:e6:c1:dd:a1:61"
"Jul 26, 2019 16:29:48.978493000 AEST","62:e6:c1:dd:a1:61"
"Jul 26, 2019 16:29:48.978500000 AEST","62:e6:c1:dd:a1:61"
"Jul 26, 2019 16:29:48.978511000 AEST","62:e6:c1:dd:a1:61"
"Jul 26, 2019 16:29:48.978518000 AEST","62:e6:c1:dd:a1:61"
"Jul 26, 2019 16:29:48.978525000 AEST","62:e6:c1:dd:a1:61"
"Jul 26, 2019 16:29:48.978531000 AEST","62:e6:c1:dd:a1:61"
"Jul 26, 2019 16:29:48.978538000 AEST","62:e6:c1:dd:a1:61"
"Jul 26, 2019 16:29:48.979572000 AEST","62:e6:c1:dd:a1:61"
"Jul 26, 2019 16:29:48.979580000 AEST","62:e6:c1:dd:a1:61"
"Jul 26, 2019 16:29:48.979587000 AEST","62:e6:c1:dd:a1:61"
"Jul 26, 2019 16:29:48.979593000 AEST","62:e6:c1:dd:a1:61"
"Jul 26, 2019 16:29:48.979600000 AEST","62:e6:c1:dd:a1:61"
"Jul 26, 2019 16:29:48.979607000 AEST","62:e6:c1:dd:a1:61"
"Jul 26, 2019 16:29:48.979613000 AEST","62:e6:c1:dd:a1:61"
"Jul 26, 2019 16:29:48.979620000 AEST","62:e6:c1:dd:a1:61"
"Jul 26, 2019 16:29:49.146338000 AEST","e0:33:8e:76:4d:0a"
"Jul 26, 2019 16:29:49.226292000 AEST","e0:33:8e:76:4d:0a"
"Jul 26, 2019 16:29:49.251272000 AEST","e0:33:8e:76:4d:0a"
"Jul 26, 2019 16:29:49.261928000 AEST","e0:33:8e:76:4d:0a"
"Jul 26, 2019 16:29:49.286475000 AEST","e0:33:8e:76:4d:0a"
"Jul 26, 2019 16:29:49.301253000 AEST","e0:33:8e:76:4d:0a"
"Jul 26, 2019 16:29:49.313029000 AEST","e0:33:8e:76:4d:0a"
"Jul 26, 2019 16:29:49.429616000 AEST","e4:a7:a0:14:4e:c5"
"Jul 26, 2019 16:29:49.453082000 AEST","e4:a7:a0:14:4e:c5"
"Jul 26, 2019 16:29:49.507865000 AEST","e4:a7:a0:14:4e:c5"
"Jul 26, 2019 16:29:49.644043000 AEST","e4:a7:a0:14:4e:c5"
"Jul 26, 2019 16:29:50.331238000 AEST","c4:98:80:70:37:6c"
"Jul 26, 2019 16:29:50.362160000 AEST","c4:98:80:70:37:6c"
"Jul 26, 2019 16:29:50.770676000 AEST","a8:db:03:21:a0:1b"
"Jul 26, 2019 16:29:50.790970000 AEST","a8:db:03:21:a0:1b"
"Jul 26, 2019 16:29:51.488068000 AEST","34:08:bc:ba:34:cc"
"Jul 26, 2019 16:29:51.508400000 AEST","34:08:bc:ba:34:cc"
"Jul 26, 2019 16:29:51.533636000 AEST","34:08:bc:ba:34:cc"
"Jul 26, 2019 16:29:51.553847000 AEST","34:08:bc:ba:34:cc"
"Jul 26, 2019 16:29:51.578124000 AEST","34:08:bc:ba:34:cc"
"Jul 26, 2019 16:29:52.327734000 AEST","c4:98:80:70:37:6c"
"Jul 26, 2019 16:29:52.396689000 AEST","c4:98:80:70:37:6c"
"Jul 26, 2019 16:29:52.406895000 AEST","c4:98:80:70:37:6c"
"Jul 26, 2019 16:29:52.423822000 AEST","c4:98:80:70:37:6c"
"Jul 26, 2019 16:29:52.434035000 AEST","c4:98:80:70:37:6c"
"Jul 26, 2019 16:29:52.447983000 AEST","c4:98:80:70:37:6c"
"Jul 26, 2019 16:29:52.458927000 AEST","c4:98:80:70:37:6c"
"Jul 26, 2019 16:29:52.471033000 AEST","c4:98:80:70:37:6c"
"Jul 26, 2019 16:29:52.481230000 AEST","c4:98:80:70:37:6c"
"Jul 26, 2019 16:29:52.888887000 AEST","24:18:1d:0f:33:0e"
"Jul 26, 2019 16:29:52.933906000 AEST","24:18:1d:0f:33:0e"
"Jul 26, 2019 16:29:52.974039000 AEST","24:18:1d:0f:33:0e"
"Jul 26, 2019 16:29:53.018666000 AEST","24:18:1d:0f:33:0e"
"Jul 26, 2019 16:29:53.058888000 AEST","24:18:1d:0f:33:0e"
"Jul 26, 2019 16:29:53.103988000 AEST","24:18:1d:0f:33:0e"
"Jul 26, 2019 16:29:53.189617000 AEST","24:18:1d:0f:33:0e"
"Jul 26, 2019 16:29:53.635198000 AEST","12:c7:49:87:20:01"
"Jul 26, 2019 16:29:53.654506000 AEST","12:c7:49:87:20:01"
"Jul 26, 2019 16:29:53.682076000 AEST","12:c7:49:87:20:01"
"Jul 26, 2019 16:29:54.211262000 AEST","88:19:08:85:bd:21"
"Jul 26, 2019 16:29:54.745540000 AEST","02:40:03:05:cc:07"
"Jul 26, 2019 16:29:54.967179000 AEST","88:19:08:85:bd:21"
"Jul 26, 2019 16:29:54.977316000 AEST","88:19:08:85:bd:21"
"Jul 26, 2019 16:29:54.989950000 AEST","88:19:08:85:bd:21"
"Jul 26, 2019 16:29:55.990524000 AEST","e6:93:f2:97:20:d5"
"Jul 26, 2019 16:29:56.375775000 AEST","c0:9a:d0:ac:ab:83"
"Jul 26, 2019 16:29:56.389652000 AEST","c0:9a:d0:ac:ab:83"
"Jul 26, 2019 16:29:57.317885000 AEST","e6:93:f2:97:20:d5"
"Jul 26, 2019 16:29:58.650457000 AEST","66:4c:15:64:27:ec"
"Jul 26, 2019 16:30:00.403209000 AEST","b8:27:eb:13:52:0a"
"Jul 26, 2019 16:30:00.425805000 AEST","b8:27:eb:13:52:0a"
"Jul 26, 2019 16:30:00.446200000 AEST","b8:27:eb:13:52:0a"
"Jul 26, 2019 16:30:00.519971000 AEST","b8:27:eb:13:52:0a"
"Jul 26, 2019 16:30:00.539508000 AEST","b8:27:eb:13:52:0a"
"Jul 26, 2019 16:30:00.562013000 AEST","b8:27:eb:13:52:0a"
"Jul 26, 2019 16:30:00.584953000 AEST","b8:27:eb:13:52:0a"
"Jul 26, 2019 16:30:00.677307000 AEST","b8:27:eb:13:52:0a"
"Jul 26, 2019 16:30:01.163702000 AEST","b8:27:eb:13:52:0a"
"Jul 26, 2019 16:30:03.368208000 AEST","98:22:ef:97:70:77"
"Jul 26, 2019 16:30:03.742771000 AEST","b8:b2:f8:7a:f7:7e"
"Jul 26, 2019 16:30:03.753380000 AEST","b8:b2:f8:7a:f7:7e"
"Jul 26, 2019 16:30:04.814358000 AEST","40:f3:08:7e:e0:8c"
"Jul 26, 2019 16:30:04.834776000 AEST","40:f3:08:7e:e0:8c"
"Jul 26, 2019 16:30:05.438017000 AEST","da:a1:19:29:eb:25"
"Jul 26, 2019 16:30:05.917520000 AEST","d0:81:7a:c8:82:ba"
"Jul 26, 2019 16:30:05.918484000 AEST","d0:81:7a:c8:82:ba"
"Jul 26, 2019 16:30:05.925976000 AEST","d0:81:7a:c8:82:ba"
"Jul 26, 2019 16:30:05.925992000 AEST","d0:81:7a:c8:82:ba"
"Jul 26, 2019 16:30:05.955907000 AEST","d0:81:7a:c8:82:ba"
"Jul 26, 2019 16:30:05.955925000 AEST","d0:81:7a:c8:82:ba"
"Jul 26, 2019 16:30:05.967086000 AEST","d0:81:7a:c8:82:ba"
"Jul 26, 2019 16:30:05.983158000 AEST","d0:81:7a:c8:82:ba"
"Jul 26, 2019 16:30:05.983166000 AEST","d0:81:7a:c8:82:ba"
"Jul 26, 2019 16:30:05.991018000 AEST","d0:81:7a:c8:82:ba"
"Jul 26, 2019 16:30:05.992043000 AEST","d0:81:7a:c8:82:ba"
"Jul 26, 2019 16:30:06.007971000 AEST","d0:81:7a:c8:82:ba"
"Jul 26, 2019 16:30:06.007979000 AEST","d0:81:7a:c8:82:ba"
"Jul 26, 2019 16:30:06.019066000 AEST","d0:81:7a:c8:82:ba"
"Jul 26, 2019 16:30:06.019074000 AEST","d0:81:7a:c8:82:ba"
"Jul 26, 2019 16:30:06.060992000 AEST","d0:81:7a:c8:82:ba"
"Jul 26, 2019 16:30:06.061008000 AEST","d0:81:7a:c8:82:ba"
"Jul 26, 2019 16:30:06.152328000 AEST","a8:db:03:21:a0:1b"
"Jul 26, 2019 16:30:06.172653000 AEST","a8:db:03:21:a0:1b"
"Jul 26, 2019 16:30:06.582681000 AEST","40:26:19:a1:9e:bf"
"Jul 26, 2019 16:30:07.849622000 AEST","d8:1c:79:b3:52:9c"
"Jul 26, 2019 16:30:07.859857000 AEST","d8:1c:79:b3:52:9c"
"Jul 26, 2019 16:30:08.411618000 AEST","d8:1c:79:b3:52:9c"
"Jul 26, 2019 16:30:08.421054000 AEST","d8:1c:79:b3:52:9c"
"Jul 26, 2019 16:30:08.435848000 AEST","d8:1c:79:b3:52:9c"
"Jul 26, 2019 16:30:08.447644000 AEST","d8:1c:79:b3:52:9c"
"Jul 26, 2019 16:30:08.506660000 AEST","58:40:4e:24:b4:31"
"Jul 26, 2019 16:30:08.516798000 AEST","d8:1c:79:b3:52:9c"
"Jul 26, 2019 16:30:08.527002000 AEST","d8:1c:79:b3:52:9c"
"Jul 26, 2019 16:30:08.541100000 AEST","d8:1c:79:b3:52:9c"
"Jul 26, 2019 16:30:08.551198000 AEST","d8:1c:79:b3:52:9c"
"Jul 26, 2019 16:30:09.453030000 AEST","c4:98:80:70:37:6c"
"Jul 26, 2019 16:30:09.474068000 AEST","c4:98:80:70:37:6c"
"Jul 26, 2019 16:30:10.491060000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:30:10.541526000 AEST","e4:9a:dc:2e:98:03"
"Jul 26, 2019 16:30:10.574739000 AEST","e4:9a:dc:2e:98:03"
"Jul 26, 2019 16:30:10.586605000 AEST","e4:9a:dc:2e:98:03"
"Jul 26, 2019 16:30:10.605369000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:30:10.610081000 AEST","e4:9a:dc:2e:98:03"
"Jul 26, 2019 16:30:10.628619000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:30:10.683418000 AEST","e4:9a:dc:2e:98:03"
"Jul 26, 2019 16:30:10.741166000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:30:10.900038000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:30:11.144034000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:30:11.164119000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:30:11.352697000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:30:11.475816000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:30:11.684453000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:30:16.585228000 AEST","34:13:e8:3c:15:c7"
"Jul 26, 2019 16:30:17.354913000 AEST","d8:1c:79:b3:52:9c"
"Jul 26, 2019 16:30:17.365029000 AEST","d8:1c:79:b3:52:9c"
"Jul 26, 2019 16:30:17.988325000 AEST","d8:1c:79:b3:52:9c"
"Jul 26, 2019 16:30:17.993277000 AEST","d8:1c:79:b3:52:9c"
"Jul 26, 2019 16:30:18.013113000 AEST","d8:1c:79:b3:52:9c"
"Jul 26, 2019 16:30:18.019935000 AEST","d8:1c:79:b3:52:9c"
"Jul 26, 2019 16:30:18.088962000 AEST","d8:1c:79:b3:52:9c"
"Jul 26, 2019 16:30:18.099053000 AEST","d8:1c:79:b3:52:9c"
"Jul 26, 2019 16:30:18.113113000 AEST","d8:1c:79:b3:52:9c"
"Jul 26, 2019 16:30:18.123363000 AEST","d8:1c:79:b3:52:9c"
"Jul 26, 2019 16:30:18.280287000 AEST","e2:55:1d:10:35:1a"
"Jul 26, 2019 16:30:19.368851000 AEST","cc:44:63:6c:25:a7"
"Jul 26, 2019 16:30:19.987261000 AEST","46:6f:b3:39:bc:24"
"Jul 26, 2019 16:30:20.007393000 AEST","46:6f:b3:39:bc:24"
"Jul 26, 2019 16:30:20.029356000 AEST","46:6f:b3:39:bc:24"
"Jul 26, 2019 16:30:20.092314000 AEST","46:6f:b3:39:bc:24"
"Jul 26, 2019 16:30:21.215927000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:30:22.024247000 AEST","f8:38:80:9b:4e:81"
"Jul 26, 2019 16:30:22.068552000 AEST","f8:38:80:9b:4e:81"
"Jul 26, 2019 16:30:22.089502000 AEST","f8:38:80:9b:4e:81"
"Jul 26, 2019 16:30:22.179979000 AEST","f8:38:80:9b:4e:81"
"Jul 26, 2019 16:30:22.200738000 AEST","f8:38:80:9b:4e:81"
"Jul 26, 2019 16:30:24.781193000 AEST","9a:ca:d2:a1:f8:ad"
"Jul 26, 2019 16:30:24.835113000 AEST","9a:ca:d2:a1:f8:ad"
"Jul 26, 2019 16:30:25.070055000 AEST","88:19:08:85:bd:21"
"Jul 26, 2019 16:30:25.316060000 AEST","2a:dd:bb:ee:f5:7e"
"Jul 26, 2019 16:30:25.536219000 AEST","88:19:08:85:bd:21"
"Jul 26, 2019 16:30:25.543803000 AEST","88:19:08:85:bd:21"
"Jul 26, 2019 16:30:25.945175000 AEST","88:19:08:85:bd:21"
"Jul 26, 2019 16:30:26.888475000 AEST","04:d6:aa:6d:85:0e"
"Jul 26, 2019 16:30:26.928827000 AEST","04:d6:aa:6d:85:0e"
"Jul 26, 2019 16:30:26.971680000 AEST","04:d6:aa:6d:85:0e"
"Jul 26, 2019 16:30:27.011895000 AEST","04:d6:aa:6d:85:0e"
"Jul 26, 2019 16:30:27.055609000 AEST","04:d6:aa:6d:85:0e"
"Jul 26, 2019 16:30:27.094298000 AEST","a8:db:03:21:a0:1b"
"Jul 26, 2019 16:30:27.106165000 AEST","04:d6:aa:6d:85:0e"
"Jul 26, 2019 16:30:27.116201000 AEST","a8:db:03:21:a0:1b"
"Jul 26, 2019 16:30:27.143322000 AEST","04:d6:aa:6d:85:0e"
"Jul 26, 2019 16:30:27.181664000 AEST","04:d6:aa:6d:85:0e"
"Jul 26, 2019 16:30:27.225740000 AEST","04:d6:aa:6d:85:0e"
"Jul 26, 2019 16:30:27.265844000 AEST","04:d6:aa:6d:85:0e"
"Jul 26, 2019 16:30:28.178071000 AEST","da:f4:26:96:66:ab"
"Jul 26, 2019 16:30:28.200879000 AEST","da:f4:26:96:66:ab"
"Jul 26, 2019 16:30:28.232244000 AEST","da:f4:26:96:66:ab"
"Jul 26, 2019 16:30:29.492561000 AEST","74:e5:43:38:fd:50"
"Jul 26, 2019 16:30:29.701393000 AEST","8c:85:90:24:96:76"
"Jul 26, 2019 16:30:29.711524000 AEST","8c:85:90:24:96:76"
"Jul 26, 2019 16:30:29.729288000 AEST","8c:85:90:24:96:76"
"Jul 26, 2019 16:30:29.758662000 AEST","8c:85:90:24:96:76"
"Jul 26, 2019 16:30:29.764567000 AEST","74:e5:43:38:fd:50"
"Jul 26, 2019 16:30:29.769866000 AEST","8c:85:90:24:96:76"
"Jul 26, 2019 16:30:29.789778000 AEST","8c:85:90:24:96:76"
"Jul 26, 2019 16:30:29.798981000 AEST","8c:85:90:24:96:76"
"Jul 26, 2019 16:30:29.818755000 AEST","8c:85:90:24:96:76"
"Jul 26, 2019 16:30:30.504643000 AEST","74:e5:43:38:fd:50"
"Jul 26, 2019 16:30:30.776566000 AEST","74:e5:43:38:fd:50"
"Jul 26, 2019 16:30:30.843967000 AEST","74:e5:43:38:fd:50"
"Jul 26, 2019 16:30:30.904815000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:30:30.924942000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:30:31.502028000 AEST","88:19:08:85:bd:21"
"Jul 26, 2019 16:30:31.525149000 AEST","88:19:08:85:bd:21"
"Jul 26, 2019 16:30:32.933389000 AEST","98:22:ef:97:70:77"
"Jul 26, 2019 16:30:38.226989000 AEST","66:23:db:c3:f4:78"
"Jul 26, 2019 16:30:39.391271000 AEST","b8:b2:f8:7a:f7:7e"
"Jul 26, 2019 16:30:40.618604000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:30:40.638493000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:30:41.437431000 AEST","72:fc:92:84:cb:6c"
"Jul 26, 2019 16:30:42.022044000 AEST","3c:6a:a7:4f:24:3c"
"Jul 26, 2019 16:30:44.451425000 AEST","40:26:19:a1:9e:bf"
"Jul 26, 2019 16:30:45.139462000 AEST","e2:55:1d:10:35:1a"
"Jul 26, 2019 16:30:47.699564000 AEST","e2:55:1d:10:35:1a"
"Jul 26, 2019 16:30:49.224103000 AEST","d4:63:c6:11:bd:38"
"Jul 26, 2019 16:30:49.239159000 AEST","d4:63:c6:11:bd:38"
"Jul 26, 2019 16:30:50.649089000 AEST","52:f9:07:2c:d0:31"
"Jul 26, 2019 16:30:51.840101000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:30:54.124688000 AEST","82:15:cb:56:40:df"
"Jul 26, 2019 16:30:54.167196000 AEST","82:15:cb:56:40:df"
"Jul 26, 2019 16:30:54.209667000 AEST","82:15:cb:56:40:df"
"Jul 26, 2019 16:30:54.229826000 AEST","82:15:cb:56:40:df"
"Jul 26, 2019 16:30:54.236871000 AEST","98:22:ef:97:70:77"
"Jul 26, 2019 16:30:54.251867000 AEST","82:15:cb:56:40:df"
"Jul 26, 2019 16:30:54.317239000 AEST","82:15:cb:56:40:df"
"Jul 26, 2019 16:30:55.130736000 AEST","02:cb:5d:6f:34:0b"
"Jul 26, 2019 16:30:55.214399000 AEST","02:cb:5d:6f:34:0b"
"Jul 26, 2019 16:30:55.254452000 AEST","02:cb:5d:6f:34:0b"
"Jul 26, 2019 16:30:55.298323000 AEST","02:cb:5d:6f:34:0b"
"Jul 26, 2019 16:30:55.339182000 AEST","02:cb:5d:6f:34:0b"
"Jul 26, 2019 16:30:55.383058000 AEST","02:cb:5d:6f:34:0b"
"Jul 26, 2019 16:30:55.423420000 AEST","02:cb:5d:6f:34:0b"
"Jul 26, 2019 16:30:55.467242000 AEST","02:cb:5d:6f:34:0b"
"Jul 26, 2019 16:30:55.702185000 AEST","da:71:f8:27:60:a5"
"Jul 26, 2019 16:30:55.721135000 AEST","da:71:f8:27:60:a5"
"Jul 26, 2019 16:30:55.762573000 AEST","da:71:f8:27:60:a5"
"Jul 26, 2019 16:30:55.804784000 AEST","da:71:f8:27:60:a5"
"Jul 26, 2019 16:30:55.847386000 AEST","da:71:f8:27:60:a5"
"Jul 26, 2019 16:30:56.572404000 AEST","f8:38:80:9b:4e:81"
"Jul 26, 2019 16:30:57.816049000 AEST","fe:be:85:0b:92:83"
"Jul 26, 2019 16:30:57.838883000 AEST","fe:be:85:0b:92:83"
"Jul 26, 2019 16:30:57.881700000 AEST","fe:be:85:0b:92:83"
"Jul 26, 2019 16:30:57.901611000 AEST","fe:be:85:0b:92:83"
"Jul 26, 2019 16:30:57.924425000 AEST","fe:be:85:0b:92:83"
"Jul 26, 2019 16:30:57.944483000 AEST","fe:be:85:0b:92:83"
"Jul 26, 2019 16:30:57.987712000 AEST","fe:be:85:0b:92:83"
"Jul 26, 2019 16:30:59.023741000 AEST","58:7f:57:40:15:a1"
"Jul 26, 2019 16:31:05.350612000 AEST","08:f4:ab:8e:a5:78"
"Jul 26, 2019 16:31:05.429105000 AEST","08:f4:ab:8e:a5:78"
"Jul 26, 2019 16:31:05.430249000 AEST","08:f4:ab:8e:a5:78"
"Jul 26, 2019 16:31:05.468969000 AEST","08:f4:ab:8e:a5:78"
"Jul 26, 2019 16:31:06.490059000 AEST","08:f4:ab:8e:a5:78"
"Jul 26, 2019 16:31:06.491204000 AEST","08:f4:ab:8e:a5:78"
"Jul 26, 2019 16:31:06.508490000 AEST","08:f4:ab:8e:a5:78"
"Jul 26, 2019 16:31:06.509700000 AEST","08:f4:ab:8e:a5:78"
"Jul 26, 2019 16:31:06.764816000 AEST","a0:18:28:2a:f7:7a"
"Jul 26, 2019 16:31:06.787455000 AEST","a0:18:28:2a:f7:7a"
"Jul 26, 2019 16:31:06.798048000 AEST","a0:18:28:2a:f7:7a"
"Jul 26, 2019 16:31:06.869160000 AEST","cc:44:63:6c:25:a7"
"Jul 26, 2019 16:31:07.616488000 AEST","34:08:bc:ba:34:cc"
"Jul 26, 2019 16:31:07.698618000 AEST","34:08:bc:ba:34:cc"
"Jul 26, 2019 16:31:07.787360000 AEST","34:08:bc:ba:34:cc"
"Jul 26, 2019 16:31:07.807997000 AEST","34:08:bc:ba:34:cc"
"Jul 26, 2019 16:31:08.443140000 AEST","b8:c1:11:1b:b7:bc"
"Jul 26, 2019 16:31:08.458034000 AEST","b8:c1:11:1b:b7:bc"
"Jul 26, 2019 16:31:10.543082000 AEST","30:07:4d:75:ae:3c"
"Jul 26, 2019 16:31:10.784715000 AEST","aa:04:8e:37:b4:1a"
"Jul 26, 2019 16:31:10.804934000 AEST","aa:04:8e:37:b4:1a"
"Jul 26, 2019 16:31:12.637076000 AEST","b8:c1:11:1b:b7:bc"
"Jul 26, 2019 16:31:12.647451000 AEST","b8:c1:11:1b:b7:bc"
"Jul 26, 2019 16:31:13.064357000 AEST","70:ef:00:4c:7e:c7"
"Jul 26, 2019 16:31:13.074552000 AEST","70:ef:00:4c:7e:c7"
"Jul 26, 2019 16:31:13.333888000 AEST","70:ef:00:4c:7e:c7"
"Jul 26, 2019 16:31:13.847029000 AEST","36:8d:90:df:44:62"
"Jul 26, 2019 16:31:13.912147000 AEST","36:8d:90:df:44:62"
"Jul 26, 2019 16:31:13.945004000 AEST","36:8d:90:df:44:62"
"Jul 26, 2019 16:31:13.969498000 AEST","36:8d:90:df:44:62"
"Jul 26, 2019 16:31:13.982805000 AEST","36:8d:90:df:44:62"
"Jul 26, 2019 16:31:14.013471000 AEST","36:8d:90:df:44:62"
"Jul 26, 2019 16:31:14.178843000 AEST","f6:60:65:65:9c:c2"
"Jul 26, 2019 16:31:14.198776000 AEST","f6:60:65:65:9c:c2"
"Jul 26, 2019 16:31:14.221137000 AEST","f6:60:65:65:9c:c2"
"Jul 26, 2019 16:31:14.244106000 AEST","f6:60:65:65:9c:c2"
"Jul 26, 2019 16:31:14.263533000 AEST","f6:60:65:65:9c:c2"
"Jul 26, 2019 16:31:14.306419000 AEST","f6:60:65:65:9c:c2"
"Jul 26, 2019 16:31:14.328011000 AEST","f6:60:65:65:9c:c2"
"Jul 26, 2019 16:31:14.696085000 AEST","34:69:87:92:78:53"
"Jul 26, 2019 16:31:14.698058000 AEST","34:69:87:92:78:53"
"Jul 26, 2019 16:31:15.437784000 AEST","98:22:ef:97:70:77"
"Jul 26, 2019 16:31:15.751792000 AEST","a8:db:03:21:a0:1b"
"Jul 26, 2019 16:31:15.776950000 AEST","a8:db:03:21:a0:1b"
"Jul 26, 2019 16:31:15.984115000 AEST","1e:a2:56:2f:9d:1e"
"Jul 26, 2019 16:31:16.002475000 AEST","1e:a2:56:2f:9d:1e"
"Jul 26, 2019 16:31:16.064642000 AEST","1e:a2:56:2f:9d:1e"
"Jul 26, 2019 16:31:17.833467000 AEST","b4:f7:a1:c1:5d:5c"
"Jul 26, 2019 16:31:17.910026000 AEST","b4:f7:a1:c1:5d:5c"
"Jul 26, 2019 16:31:17.973851000 AEST","b4:f7:a1:c1:5d:5c"
"Jul 26, 2019 16:31:18.045935000 AEST","b4:f7:a1:c1:5d:5c"
"Jul 26, 2019 16:31:19.849958000 AEST","2c:57:31:1f:c5:f6"
"Jul 26, 2019 16:31:22.400670000 AEST","2a:04:00:d7:b3:5a"
"Jul 26, 2019 16:31:22.420786000 AEST","2a:04:00:d7:b3:5a"
"Jul 26, 2019 16:31:22.445617000 AEST","2a:04:00:d7:b3:5a"
"Jul 26, 2019 16:31:22.465828000 AEST","2a:04:00:d7:b3:5a"
"Jul 26, 2019 16:31:22.629946000 AEST","da:a1:19:2e:cb:61"
"Jul 26, 2019 16:31:23.065646000 AEST","da:a1:19:2e:cb:61"
"Jul 26, 2019 16:31:23.090583000 AEST","da:a1:19:2e:cb:61"
"Jul 26, 2019 16:31:23.110637000 AEST","da:a1:19:2e:cb:61"
"Jul 26, 2019 16:31:25.106927000 AEST","68:fe:f7:bf:2d:9f"
"Jul 26, 2019 16:31:25.128530000 AEST","68:fe:f7:bf:2d:9f"
"Jul 26, 2019 16:31:25.308643000 AEST","e2:55:1d:10:35:1a"
"Jul 26, 2019 16:31:25.505987000 AEST","f8:e9:4e:a2:35:f2"
"Jul 26, 2019 16:31:25.912317000 AEST","72:fc:92:84:cb:6c"
